"Iteration"	"Chain"	"Parameter"	"value"
"72"	2	1	"etaP1[7]"	-2.30550420592684
"73"	3	1	"etaP1[7]"	-2.62225516058726
"74"	4	1	"etaP1[7]"	-2.76159057261996
"75"	5	1	"etaP1[7]"	-2.39631279081595
"76"	6	1	"etaP1[7]"	-2.68682474398431
"77"	7	1	"etaP1[7]"	-2.96946451286417
"78"	8	1	"etaP1[7]"	-2.62648734594513
"79"	9	1	"etaP1[7]"	-2.72761637543605
"80"	10	1	"etaP1[7]"	-2.47104216113036
"81"	1	1	"etaP1[8]"	-2.62100937141585
"82"	2	1	"etaP1[8]"	-2.21928054729244
"83"	3	1	"etaP1[8]"	-2.65597792722025
"84"	4	1	"etaP1[8]"	-2.80385269918567
"85"	5	1	"etaP1[8]"	-2.81081644437952
"86"	6	1	"etaP1[8]"	-2.76567171391921
"87"	7	1	"etaP1[8]"	-2.69662336380436
"88"	8	1	"etaP1[8]"	-2.7392265133448
"89"	9	1	"etaP1[8]"	-2.88308902363712
"90"	10	1	"etaP1[8]"	-2.71075828917157
"91"	1	1	"etaP1[9]"	-2.63980929419298
"92"	2	1	"etaP1[9]"	-1.9120720930944
"93"	3	1	"etaP1[9]"	-2.47740036114977
"94"	4	1	"etaP1[9]"	-2.49957655883517
"95"	5	1	"etaP1[9]"	-2.44708120847263
"96"	6	1	"etaP1[9]"	-2.44081589049339
"97"	7	1	"etaP1[9]"	-2.7768002642035
"98"	8	1	"etaP1[9]"	-2.51389663508903
"99"	9	1	"etaP1[9]"	-2.57354501134318
"100"	10	1	"etaP1[9]"	-2.60944300807455
"101"	1	1	"etaP1[10]"	-2.66379156511767
"102"	2	1	"etaP1[10]"	-2.6871838165288
"103"	3	1	"etaP1[10]"	-2.45463648846028
"104"	4	1	"etaP1[10]"	-2.90797785260211
"105"	5	1	"etaP1[10]"	-2.41450311932662
"106"	6	1	"etaP1[10]"	-2.34103197593307
"107"	7	1	"etaP1[10]"	-2.53208753650454
"108"	8	1	"etaP1[10]"	-2.61808406577968
"109"	9	1	"etaP1[10]"	-2.42774322604574
"110"	10	1	"etaP1[10]"	-2.61237393591206
"111"	1	1	"etaP1[11]"	-2.73261661070018
"112"	2	1	"etaP1[11]"	-2.75129106421831
"113"	3	1	"etaP1[11]"	-2.70685081720345
"114"	4	1	"etaP1[11]"	-2.71098183618537
"115"	5	1	"etaP1[11]"	-2.571903045559
"116"	6	1	"etaP1[11]"	-2.52830868443981
"117"	7	1	"etaP1[11]"	-2.61888840703705
"118"	8	1	"etaP1[11]"	-2.62165214309936
"119"	9	1	"etaP1[11]"	-2.75453628262311
"120"	10	1	"etaP1[11]"	-2.95802557642935
"121"	1	1	"etaP1[12]"	-2.60629285965001
"122"	2	1	"etaP1[12]"	-2.80035439916492
"123"	3	1	"etaP1[12]"	-2.60940594656639
"124"	4	1	"etaP1[12]"	-2.93486106766017
"125"	5	1	"etaP1[12]"	-2.82691553442849
"126"	6	1	"etaP1[12]"	-2.69875171058519
"127"	7	1	"etaP1[12]"	-2.53176007336793
"128"	8	1	"etaP1[12]"	-3.04533477037408
"129"	9	1	"etaP1[12]"	-2.53139212551053
"130"	10	1	"etaP1[12]"	-2.74271293420303
"131"	1	1	"etaP1[13]"	-2.71576299918771
"132"	2	1	"etaP1[13]"	-2.77916455766575
"133"	3	1	"etaP1[13]"	-2.60994552021982
"134"	4	1	"etaP1[13]"	-2.67117442317594
"135"	5	1	"etaP1[13]"	-2.76592833481648
"136"	6	1	"etaP1[13]"	-2.71583906577515
"137"	7	1	"etaP1[13]"	-2.865701127153
"138"	8	1	"etaP1[13]"	-2.8492396091739
"139"	9	1	"etaP1[13]"	-2.56240772077681
"140"	10	1	"etaP1[13]"	-2.91270056617264
"141"	1	1	"etaP1[14]"	-2.62451846896422
"142"	2	1	"etaP1[14]"	-2.4699001411858
"143"	3	1	"etaP1[14]"	-2.65361592953002
"144"	4	1	"etaP1[14]"	-2.86477828548899
"145"	5	1	"etaP1[14]"	-2.72973660724421
"146"	6	1	"etaP1[14]"	-2.53390790594422
"147"	7	1	"etaP1[14]"	-2.67993233497923
"148"	8	1	"etaP1[14]"	-2.59316871834787
"149"	9	1	"etaP1[14]"	-2.58113089556366
"150"	10	1	"etaP1[14]"	-2.73043838450203
"151"	1	1	"etaP1[15]"	-2.581586153075
"152"	2	1	"etaP1[15]"	-3.05192314236342
"153"	3	1	"etaP1[15]"	-2.51119777288256
"154"	4	1	"etaP1[15]"	-2.91198944002101
"155"	5	1	"etaP1[15]"	-2.42165232068211
"156"	6	1	"etaP1[15]"	-2.58535458621046
"157"	7	1	"etaP1[15]"	-2.91350569503747
"158"	8	1	"etaP1[15]"	-2.61994591153565
"159"	9	1	"etaP1[15]"	-2.46477849913575
"160"	10	1	"etaP1[15]"	-2.54680740310566
"161"	1	1	"etaP1[16]"	-2.68597182709545
"162"	2	1	"etaP1[16]"	-2.64343568497826
"163"	3	1	"etaP1[16]"	-2.70235361010887
"164"	4	1	"etaP1[16]"	-2.5304193813494
"165"	5	1	"etaP1[16]"	-2.74266778035056
"166"	6	1	"etaP1[16]"	-2.41458019210943
"167"	7	1	"etaP1[16]"	-2.72789962501141
"168"	8	1	"etaP1[16]"	-2.41323427553634
"169"	9	1	"etaP1[16]"	-2.64064533604763
"170"	10	1	"etaP1[16]"	-2.80556524127616
"171"	1	1	"etaP1[17]"	-2.64809455483622
"172"	2	1	"etaP1[17]"	-2.48686527767467
"173"	3	1	"etaP1[17]"	-2.70706479976052
"174"	4	1	"etaP1[17]"	-2.66435699815486
"175"	5	1	"etaP1[17]"	-2.53051081461364
"176"	6	1	"etaP1[17]"	-2.58749737858713
"177"	7	1	"etaP1[17]"	-2.69076489684306
"178"	8	1	"etaP1[17]"	-2.70843676563439
"179"	9	1	"etaP1[17]"	-2.78171878521165
"180"	10	1	"etaP1[17]"	-2.55606576930307
"181"	1	1	"etaP1[18]"	-2.63567787458966
"182"	2	1	"etaP1[18]"	-2.60535737389989
"183"	3	1	"etaP1[18]"	-2.5946150389149
"184"	4	1	"etaP1[18]"	-2.79890712058013
"185"	5	1	"etaP1[18]"	-2.72058392228515
"186"	6	1	"etaP1[18]"	-2.68767529546788
"187"	7	1	"etaP1[18]"	-2.76351182314612
"188"	8	1	"etaP1[18]"	-2.69642522324483
"189"	9	1	"etaP1[18]"	-2.50753826259138
"190"	10	1	"etaP1[18]"	-2.83026477177166
"191"	1	1	"etaP1[19]"	-2.66435809638664
"192"	2	1	"etaP1[19]"	-2.5079958986366
"193"	3	1	"etaP1[19]"	-2.56782025917821
"194"	4	1	"etaP1[19]"	-2.39385570345532
"195"	5	1	"etaP1[19]"	-2.45205182096565
"196"	6	1	"etaP1[19]"	-2.67476581014477
"197"	7	1	"etaP1[19]"	-2.61566617272905
"198"	8	1	"etaP1[19]"	-2.6615503818852
"199"	9	1	"etaP1[19]"	-2.60243009634445
"200"	10	1	"etaP1[19]"	-2.75285997626159
"201"	1	1	"etaP1[20]"	-2.58152587137997
"202"	2	1	"etaP1[20]"	-2.36447934881863
"203"	3	1	"etaP1[20]"	-2.46963941771214
"204"	4	1	"etaP1[20]"	-2.58611958640016
"205"	5	1	"etaP1[20]"	-2.38599200036348
"206"	6	1	"etaP1[20]"	-2.57955569560914
"207"	7	1	"etaP1[20]"	-2.55682258171541
"208"	8	1	"etaP1[20]"	-2.52655545075431
"209"	9	1	"etaP1[20]"	-2.47136760167418
"210"	10	1	"etaP1[20]"	-2.6820413150069
"211"	1	1	"etaP1[21]"	-2.69747099471442
"212"	2	1	"etaP1[21]"	-2.31705776558035
"213"	3	1	"etaP1[21]"	-2.51988154795121
"214"	4	1	"etaP1[21]"	-2.4304308187766
"215"	5	1	"etaP1[21]"	-2.15451247711247
"216"	6	1	"etaP1[21]"	-2.37783916157248
"217"	7	1	"etaP1[21]"	-2.59582942835915
"218"	8	1	"etaP1[21]"	-2.57616741179124
"219"	9	1	"etaP1[21]"	-2.4846680092692
"220"	10	1	"etaP1[21]"	-2.56012307054984
"221"	1	1	"etaP1[22]"	-2.65863536892465
"222"	2	1	"etaP1[22]"	-2.5517578771907
"223"	3	1	"etaP1[22]"	-2.39797890138696
"224"	4	1	"etaP1[22]"	-2.49085591534975
"225"	5	1	"etaP1[22]"	-2.3754297762596
"226"	6	1	"etaP1[22]"	-2.50884278254643
"227"	7	1	"etaP1[22]"	-2.59081850899538
"228"	8	1	"etaP1[22]"	-2.58435710904717
"229"	9	1	"etaP1[22]"	-2.40543788772348
"230"	10	1	"etaP1[22]"	-2.60319660961332
"231"	1	1	"etaP1[23]"	-2.66095013318499
"232"	2	1	"etaP1[23]"	-2.29672625241775
"233"	3	1	"etaP1[23]"	-2.30487681320114
"234"	4	1	"etaP1[23]"	-2.29008642811123
"235"	5	1	"etaP1[23]"	-2.19681160021403
"236"	6	1	"etaP1[23]"	-2.50451619626017
"237"	7	1	"etaP1[23]"	-2.28416187041027
"238"	8	1	"etaP1[23]"	-2.71814591312034
"239"	9	1	"etaP1[23]"	-2.42182422208142
"240"	10	1	"etaP1[23]"	-2.63228273518276
"241"	1	1	"etaP1[24]"	-2.63231180488358
"242"	2	1	"etaP1[24]"	-2.30561355673911
"243"	3	1	"etaP1[24]"	-2.69623760365324
"244"	4	1	"etaP1[24]"	-2.52205289073229
"245"	5	1	"etaP1[24]"	-2.54179295962789
"246"	6	1	"etaP1[24]"	-2.54701716066997
"247"	7	1	"etaP1[24]"	-2.46001276945044
"248"	8	1	"etaP1[24]"	-2.56936258615827
"249"	9	1	"etaP1[24]"	-2.47211343382418
"250"	10	1	"etaP1[24]"	-2.55937133827973
"251"	1	1	"etaU1[1]"	4.47373260253652
"252"	2	1	"etaU1[1]"	4.4516197960059
"253"	3	1	"etaU1[1]"	3.94223807779514
"254"	4	1	"etaU1[1]"	4.95476879349311
"255"	5	1	"etaU1[1]"	4.01756711554637
"256"	6	1	"etaU1[1]"	4.5940246081248
"257"	7	1	"etaU1[1]"	4.38489216603745
"258"	8	1	"etaU1[1]"	4.03308198941893
"259"	9	1	"etaU1[1]"	3.64178358792639
"260"	10	1	"etaU1[1]"	3.8692473945145
"261"	1	1	"etaU1[2]"	5.96335498818482
"262"	2	1	"etaU1[2]"	5.50162033524042
"263"	3	1	"etaU1[2]"	6.17517318412062
"264"	4	1	"etaU1[2]"	6.56264504447782
"265"	5	1	"etaU1[2]"	5.86160105954514
"266"	6	1	"etaU1[2]"	6.43979864711834
"267"	7	1	"etaU1[2]"	6.31793156057137
"268"	8	1	"etaU1[2]"	6.56480868092587
"269"	9	1	"etaU1[2]"	6.3400585873537
"270"	10	1	"etaU1[2]"	6.30258748142277
"271"	1	1	"etaU1[3]"	5.87854707230833
"272"	2	1	"etaU1[3]"	6.85388568162013
"273"	3	1	"etaU1[3]"	6.0811582447247
"274"	4	1	"etaU1[3]"	6.85525343677154
"275"	5	1	"etaU1[3]"	6.77778102901056
"276"	6	1	"etaU1[3]"	6.5655919760355
"277"	7	1	"etaU1[3]"	7.07906570649209
"278"	8	1	"etaU1[3]"	6.38710448746659
"279"	9	1	"etaU1[3]"	6.81066261767145
"280"	10	1	"etaU1[3]"	6.8483926342264
"281"	1	1	"etaU1[4]"	6.04642775623887
"282"	2	1	"etaU1[4]"	6.34617968499284
"283"	3	1	"etaU1[4]"	6.38655396928662
"284"	4	1	"etaU1[4]"	6.24060587968314
"285"	5	1	"etaU1[4]"	6.4698199485189
"286"	6	1	"etaU1[4]"	7.1012568136387
"287"	7	1	"etaU1[4]"	7.27240482552481
"288"	8	1	"etaU1[4]"	6.10583578430789
"289"	9	1	"etaU1[4]"	6.54119602040818
"290"	10	1	"etaU1[4]"	6.53059489995645
"291"	1	1	"etaU1[5]"	6.72805505179286
"292"	2	1	"etaU1[5]"	6.36772059079107
"293"	3	1	"etaU1[5]"	6.51366992917141
"294"	4	1	"etaU1[5]"	6.6225757660104
"295"	5	1	"etaU1[5]"	6.62471816020443
"296"	6	1	"etaU1[5]"	6.30091658667363
"297"	7	1	"etaU1[5]"	6.9057088973078
"298"	8	1	"etaU1[5]"	6.59257038560083
"299"	9	1	"etaU1[5]"	6.84013918252676
"300"	10	1	"etaU1[5]"	6.93255976856833
"301"	1	1	"etaU1[6]"	6.0450817300551
"302"	2	1	"etaU1[6]"	5.92984472127817
"303"	3	1	"etaU1[6]"	5.56921073071716
"304"	4	1	"etaU1[6]"	5.81922317333669
"305"	5	1	"etaU1[6]"	6.5083274787715
"306"	6	1	"etaU1[6]"	5.38450932549519
"307"	7	1	"etaU1[6]"	5.47054773711818
"308"	8	1	"etaU1[6]"	5.11358594546018
"309"	9	1	"etaU1[6]"	6.30440649938684
"310"	10	1	"etaU1[6]"	6.07490789068581
"311"	1	1	"etaU1[7]"	4.98536462750937
"312"	2	1	"etaU1[7]"	4.43951021121272
"313"	3	1	"etaU1[7]"	5.01424794926265
"314"	4	1	"etaU1[7]"	4.79547908552151
"315"	5	1	"etaU1[7]"	4.65313587570109
"316"	6	1	"etaU1[7]"	5.20268833777239
"317"	7	1	"etaU1[7]"	4.63687349724278
"318"	8	1	"etaU1[7]"	4.33580741387528
"319"	9	1	"etaU1[7]"	3.79393771832907
"320"	10	1	"etaU1[7]"	4.46596752878763
"321"	1	1	"etaU1[8]"	4.70614265102105
"322"	2	1	"etaU1[8]"	4.53905619392684
"323"	3	1	"etaU1[8]"	5.11946870891991
"324"	4	1	"etaU1[8]"	4.42384097062833
"325"	5	1	"etaU1[8]"	5.14635193661446
"326"	6	1	"etaU1[8]"	5.39734367954397
"327"	7	1	"etaU1[8]"	4.72414228267469
"328"	8	1	"etaU1[8]"	5.35628093264351
"329"	9	1	"etaU1[8]"	3.9563274027973
"330"	10	1	"etaU1[8]"	4.80239080119514
"331"	1	1	"etaU1[9]"	5.27403170126353
"332"	2	1	"etaU1[9]"	5.10706306337726
"333"	3	1	"etaU1[9]"	4.97732514663381
"334"	4	1	"etaU1[9]"	4.74402445970614
"335"	5	1	"etaU1[9]"	4.59123593634413
"336"	6	1	"etaU1[9]"	4.09177643166495
"337"	7	1	"etaU1[9]"	5.14694647343303
"338"	8	1	"etaU1[9]"	4.51983820263567
"339"	9	1	"etaU1[9]"	4.74288522735811
"340"	10	1	"etaU1[9]"	5.41320659515737
"341"	1	1	"etaU1[10]"	4.04086257904931
"342"	2	1	"etaU1[10]"	3.42614494946239
"343"	3	1	"etaU1[10]"	4.54227308862423
"344"	4	1	"etaU1[10]"	4.63126683196079
"345"	5	1	"etaU1[10]"	4.68355469746787
"346"	6	1	"etaU1[10]"	3.17712365783503
"347"	7	1	"etaU1[10]"	4.38363289904705
"348"	8	1	"etaU1[10]"	4.39788375455443
"349"	9	1	"etaU1[10]"	4.22675112378222
"350"	10	1	"etaU1[10]"	3.67051621900473
"351"	1	1	"etaU1[11]"	2.98464747097607
"352"	2	1	"etaU1[11]"	3.91796636230879
"353"	3	1	"etaU1[11]"	3.39198279730673
"354"	4	1	"etaU1[11]"	3.22161065474765
"355"	5	1	"etaU1[11]"	3.47409432828674
"356"	6	1	"etaU1[11]"	3.12359414926774
"357"	7	1	"etaU1[11]"	3.0049659146413
"358"	8	1	"etaU1[11]"	3.50765213402405
"359"	9	1	"etaU1[11]"	3.31405784246368
"360"	10	1	"etaU1[11]"	2.92262730006507
"361"	1	1	"etaU1[12]"	9.96939851243111
"362"	2	1	"etaU1[12]"	9.91413599715439
"363"	3	1	"etaU1[12]"	9.97941222491824
"364"	4	1	"etaU1[12]"	9.39183113550191
"365"	5	1	"etaU1[12]"	9.96089905874828
"366"	6	1	"etaU1[12]"	10.170309538704
"367"	7	1	"etaU1[12]"	9.30247711518893
"368"	8	1	"etaU1[12]"	9.46762003307992
"369"	9	1	"etaU1[12]"	9.66481808032856
"370"	10	1	"etaU1[12]"	9.93427097346787
"371"	1	1	"etaU1[13]"	10.2661625760089
"372"	2	1	"etaU1[13]"	10.0072044460919
"373"	3	1	"etaU1[13]"	9.94547818090584
"374"	4	1	"etaU1[13]"	9.79838398447968
"375"	5	1	"etaU1[13]"	10.2976532379179
"376"	6	1	"etaU1[13]"	9.89342146237934
"377"	7	1	"etaU1[13]"	10.1263144991553
"378"	8	1	"etaU1[13]"	10.6266612231366
"379"	9	1	"etaU1[13]"	9.99177144856885
"380"	10	1	"etaU1[13]"	10.7740656535236
"381"	1	1	"etaU1[14]"	9.43138986265364
"382"	2	1	"etaU1[14]"	9.38375983026308
"383"	3	1	"etaU1[14]"	9.37242178068042
"384"	4	1	"etaU1[14]"	9.73679063515383
"385"	5	1	"etaU1[14]"	9.54587134774373
"386"	6	1	"etaU1[14]"	9.68784657686827
"387"	7	1	"etaU1[14]"	10.1462995522774
"388"	8	1	"etaU1[14]"	9.84721435031119
"389"	9	1	"etaU1[14]"	10.1746849609232
"390"	10	1	"etaU1[14]"	9.70177931703634
"391"	1	1	"etaU1[15]"	9.20194168360698
"392"	2	1	"etaU1[15]"	9.40432128948152
"393"	3	1	"etaU1[15]"	9.53229470348901
"394"	4	1	"etaU1[15]"	9.09951427162007
"395"	5	1	"etaU1[15]"	8.86793619196911
"396"	6	1	"etaU1[15]"	9.53251378463134
"397"	7	1	"etaU1[15]"	9.68865609475059
"398"	8	1	"etaU1[15]"	9.47315773372166
"399"	9	1	"etaU1[15]"	9.36522080966893
"400"	10	1	"etaU1[15]"	9.15408966947454
"401"	1	1	"etaU1[16]"	9.16920482075922
"402"	2	1	"etaU1[16]"	9.21537632206067
"403"	3	1	"etaU1[16]"	9.47649118114859
"404"	4	1	"etaU1[16]"	9.3023140386624
"405"	5	1	"etaU1[16]"	9.03101337988727
"406"	6	1	"etaU1[16]"	9.27343765562096
"407"	7	1	"etaU1[16]"	9.30028606920305
"408"	8	1	"etaU1[16]"	9.08809842829106
"409"	9	1	"etaU1[16]"	8.68438375907664
"410"	10	1	"etaU1[16]"	8.922391736886
"411"	1	1	"etaU1[17]"	9.12773303774858
"412"	2	1	"etaU1[17]"	9.29657582022666
"413"	3	1	"etaU1[17]"	8.81403351766815
"414"	4	1	"etaU1[17]"	8.39261632986669
"415"	5	1	"etaU1[17]"	8.82253748961514
"416"	6	1	"etaU1[17]"	8.85327951378
"417"	7	1	"etaU1[17]"	8.93548896072583
"418"	8	1	"etaU1[17]"	9.04881891586806
"419"	9	1	"etaU1[17]"	8.97833225787123
"420"	10	1	"etaU1[17]"	8.85472107511257
"421"	1	1	"etaU1[18]"	9.70428855850407
"422"	2	1	"etaU1[18]"	8.64795240017469
"423"	3	1	"etaU1[18]"	9.25075159864281
"424"	4	1	"etaU1[18]"	9.24057062194326
"425"	5	1	"etaU1[18]"	9.22277214743546
"426"	6	1	"etaU1[18]"	9.06549035741749
"427"	7	1	"etaU1[18]"	9.01244959240104
"428"	8	1	"etaU1[18]"	9.12671794640793
"429"	9	1	"etaU1[18]"	8.27453730355185
"430"	10	1	"etaU1[18]"	9.05586178488965
"431"	1	1	"etaU1[19]"	9.22156678150156
"432"	2	1	"etaU1[19]"	9.25609743879618
"433"	3	1	"etaU1[19]"	8.84593378405029
"434"	4	1	"etaU1[19]"	9.11216476702051
"435"	5	1	"etaU1[19]"	9.51741088450083
"436"	6	1	"etaU1[19]"	9.42355666617176
"437"	7	1	"etaU1[19]"	9.08023692163105
"438"	8	1	"etaU1[19]"	9.22488043616236
"439"	9	1	"etaU1[19]"	9.28492010788225
"440"	10	1	"etaU1[19]"	9.58174741469671
"441"	1	1	"etaU1[20]"	9.38735603372783
"442"	2	1	"etaU1[20]"	9.57209326766202
"443"	3	1	"etaU1[20]"	9.69127230047915
"444"	4	1	"etaU1[20]"	8.94395104398604
"445"	5	1	"etaU1[20]"	9.64040827990414
"446"	6	1	"etaU1[20]"	9.28021131295331
"447"	7	1	"etaU1[20]"	9.44218689101031
"448"	8	1	"etaU1[20]"	9.0352870160412
"449"	9	1	"etaU1[20]"	9.18430926819105
"450"	10	1	"etaU1[20]"	9.1118063554627
"451"	1	1	"etaU1[21]"	9.24113286187385
"452"	2	1	"etaU1[21]"	8.86765419483458
"453"	3	1	"etaU1[21]"	8.6248170617583
"454"	4	1	"etaU1[21]"	9.17290868673497
"455"	5	1	"etaU1[21]"	8.93685090109271
"456"	6	1	"etaU1[21]"	8.80008984537538
"457"	7	1	"etaU1[21]"	9.14660254667664
"458"	8	1	"etaU1[21]"	8.567964726918
"459"	9	1	"etaU1[21]"	8.78021932273569
"460"	10	1	"etaU1[21]"	9.18061756256675
"461"	1	1	"etaU1[22]"	8.86672630605455
"462"	2	1	"etaU1[22]"	8.55041403372574
"463"	3	1	"etaU1[22]"	8.62917413923127
"464"	4	1	"etaU1[22]"	8.54257255780029
"465"	5	1	"etaU1[22]"	8.3107222720447
"466"	6	1	"etaU1[22]"	9.14838003901578
"467"	7	1	"etaU1[22]"	8.67527082275848
"468"	8	1	"etaU1[22]"	8.7690474080585
"469"	9	1	"etaU1[22]"	8.25460036296709
"470"	10	1	"etaU1[22]"	8.40765852260116
"471"	1	1	"etaU1[23]"	8.15248958865825
"472"	2	1	"etaU1[23]"	8.60978355880565
"473"	3	1	"etaU1[23]"	8.10025008586095
"474"	4	1	"etaU1[23]"	8.12864442666574
"475"	5	1	"etaU1[23]"	7.96514930585394
"476"	6	1	"etaU1[23]"	8.36162700210086
"477"	7	1	"etaU1[23]"	7.99686594263049
"478"	8	1	"etaU1[23]"	8.32363606053048
"479"	9	1	"etaU1[23]"	8.59736843855602
"480"	10	1	"etaU1[23]"	8.1935340177676
"481"	1	1	"etaU1[24]"	5.98910156103182
"482"	2	1	"etaU1[24]"	6.00330283905077
"483"	3	1	"etaU1[24]"	6.85749960970351
"484"	4	1	"etaU1[24]"	6.88197188048371
"485"	5	1	"etaU1[24]"	6.73975447929947
"486"	6	1	"etaU1[24]"	6.57639201621923
"487"	7	1	"etaU1[24]"	6.78033971769693
"488"	8	1	"etaU1[24]"	6.89678172056085
"489"	9	1	"etaU1[24]"	7.24108124461988
"490"	10	1	"etaU1[24]"	6.47007754791118
"491"	1	1	"p[1,1]"	0.121056781027992
"492"	2	1	"p[1,1]"	0.0688679268026945
"493"	3	1	"p[1,1]"	0.0244063344616535
"494"	4	1	"p[1,1]"	0.0629062127044554
"495"	5	1	"p[1,1]"	0.0569121101797069
"496"	6	1	"p[1,1]"	0.0430127433299733
"497"	7	1	"p[1,1]"	0.160577023134017
"498"	8	1	"p[1,1]"	0.0663822703024984
"499"	9	1	"p[1,1]"	0.036386448639903
"500"	10	1	"p[1,1]"	0.0568740495102797
"501"	1	1	"p[1,2]"	0.0955802290670411
"502"	2	1	"p[1,2]"	0.0754185023540127
"503"	3	1	"p[1,2]"	0.112517104277314
"504"	4	1	"p[1,2]"	0.0870079231066655
"505"	5	1	"p[1,2]"	0.123589105278783
"506"	6	1	"p[1,2]"	0.0780936998796564
"507"	7	1	"p[1,2]"	0.131413591836209
"508"	8	1	"p[1,2]"	0.153949294998801
"509"	9	1	"p[1,2]"	0.0507624419056518
"510"	10	1	"p[1,2]"	0.0408864001475628
"511"	1	1	"p[1,3]"	0.0567264768443096
"512"	2	1	"p[1,3]"	0.0786118729794576
"513"	3	1	"p[1,3]"	0.065708353691127
"514"	4	1	"p[1,3]"	0.0653217710568267
"515"	5	1	"p[1,3]"	0.113114561955819
"516"	6	1	"p[1,3]"	0.0934137227354732
"517"	7	1	"p[1,3]"	0.0415743546192567
"518"	8	1	"p[1,3]"	0.148187003356163
"519"	9	1	"p[1,3]"	0.0557067480879676
"520"	10	1	"p[1,3]"	0.0838653222757425
"521"	1	1	"p[1,4]"	0.0413256274486998
"522"	2	1	"p[1,4]"	0.0870022391893446
"523"	3	1	"p[1,4]"	0.107435843207006
"524"	4	1	"p[1,4]"	0.0197496865992572
"525"	5	1	"p[1,4]"	0.0552990945566451
"526"	6	1	"p[1,4]"	0.0827803184898807
"527"	7	1	"p[1,4]"	0.0647475508262317
"528"	8	1	"p[1,4]"	0.0894484815423614
"529"	9	1	"p[1,4]"	0.0482144483341172
