"Iteration"	"Chain"	"Parameter"	"value"
"1353"	3	1	"p[7,9]"	0.121768519479655
"1354"	4	1	"p[7,9]"	0.117745098546859
"1355"	5	1	"p[7,9]"	0.061369807131765
"1356"	6	1	"p[7,9]"	0.0216797094333677
"1357"	7	1	"p[7,9]"	0.0353261968663621
"1358"	8	1	"p[7,9]"	0.059963220716212
"1359"	9	1	"p[7,9]"	0.0775089825789994
"1360"	10	1	"p[7,9]"	0.119703566527524
"1361"	1	1	"p[7,10]"	0.0471562297681024
"1362"	2	1	"p[7,10]"	0.0928803224897061
"1363"	3	1	"p[7,10]"	0.0331134138671346
"1364"	4	1	"p[7,10]"	0.0528368045678105
"1365"	5	1	"p[7,10]"	0.0676126084367993
"1366"	6	1	"p[7,10]"	0.0578671315590069
"1367"	7	1	"p[7,10]"	0.0442105509764251
"1368"	8	1	"p[7,10]"	0.0171165341350159
"1369"	9	1	"p[7,10]"	0.0366433260281212
"1370"	10	1	"p[7,10]"	0.153961516073363
"1371"	1	1	"p[7,11]"	0.0877989776788949
"1372"	2	1	"p[7,11]"	0.0482279000560086
"1373"	3	1	"p[7,11]"	0.125772003398228
"1374"	4	1	"p[7,11]"	0.0665459223532772
"1375"	5	1	"p[7,11]"	0.138396491079374
"1376"	6	1	"p[7,11]"	0.0870815152565026
"1377"	7	1	"p[7,11]"	0.0313500373186164
"1378"	8	1	"p[7,11]"	0.0313612836273183
"1379"	9	1	"p[7,11]"	0.0303822171060632
"1380"	10	1	"p[7,11]"	0.118852365011259
"1381"	1	1	"p[7,12]"	0.0528379043783867
"1382"	2	1	"p[7,12]"	0.0273824769372471
"1383"	3	1	"p[7,12]"	0.035267252653378
"1384"	4	1	"p[7,12]"	0.0208278144979415
"1385"	5	1	"p[7,12]"	0.0640951334576941
"1386"	6	1	"p[7,12]"	0.0406341149610724
"1387"	7	1	"p[7,12]"	0.0241413361378818
"1388"	8	1	"p[7,12]"	0.0856961171298022
"1389"	9	1	"p[7,12]"	0.0595416732835827
"1390"	10	1	"p[7,12]"	0.0523003246857841
"1391"	1	1	"p[7,13]"	0.0558221802085474
"1392"	2	1	"p[7,13]"	0.0590348137515425
"1393"	3	1	"p[7,13]"	0.071852628820421
"1394"	4	1	"p[7,13]"	0.0363185112459437
"1395"	5	1	"p[7,13]"	0.0350562927914507
"1396"	6	1	"p[7,13]"	0.0449447108948107
"1397"	7	1	"p[7,13]"	0.0236714026677792
"1398"	8	1	"p[7,13]"	0.0248285248675616
"1399"	9	1	"p[7,13]"	0.0448803900560664
"1400"	10	1	"p[7,13]"	0.0467788134398846
"1401"	1	1	"p[8,1]"	0.035287218144417
"1402"	2	1	"p[8,1]"	0.0864774649283816
"1403"	3	1	"p[8,1]"	0.0492663841676969
"1404"	4	1	"p[8,1]"	0.0328592470927692
"1405"	5	1	"p[8,1]"	0.10912109592594
"1406"	6	1	"p[8,1]"	0.0443520133585862
"1407"	7	1	"p[8,1]"	0.0315836189211229
"1408"	8	1	"p[8,1]"	0.0379783233868413
"1409"	9	1	"p[8,1]"	0.0196988148601324
"1410"	10	1	"p[8,1]"	0.0818098350394897
"1411"	1	1	"p[8,2]"	0.0494168259860063
"1412"	2	1	"p[8,2]"	0.0731680752638632
"1413"	3	1	"p[8,2]"	0.0457191481917173
"1414"	4	1	"p[8,2]"	0.0300189061694935
"1415"	5	1	"p[8,2]"	0.119271224186371
"1416"	6	1	"p[8,2]"	0.0481935811908084
"1417"	7	1	"p[8,2]"	0.137859977543995
"1418"	8	1	"p[8,2]"	0.0490476910531295
"1419"	9	1	"p[8,2]"	0.0885999633771111
"1420"	10	1	"p[8,2]"	0.0282613973089676
"1421"	1	1	"p[8,3]"	0.170126019926536
"1422"	2	1	"p[8,3]"	0.126153504044642
"1423"	3	1	"p[8,3]"	0.139150214447046
"1424"	4	1	"p[8,3]"	0.0983740448576299
"1425"	5	1	"p[8,3]"	0.110663620109344
"1426"	6	1	"p[8,3]"	0.105459804820918
"1427"	7	1	"p[8,3]"	0.0880206302710924
"1428"	8	1	"p[8,3]"	0.0946013394173977
"1429"	9	1	"p[8,3]"	0.0691361957866006
"1430"	10	1	"p[8,3]"	0.0496775216254184
"1431"	1	1	"p[8,4]"	0.209809456623695
"1432"	2	1	"p[8,4]"	0.132232737676636
"1433"	3	1	"p[8,4]"	0.134101370265119
"1434"	4	1	"p[8,4]"	0.0624364743386761
"1435"	5	1	"p[8,4]"	0.0519325199856872
"1436"	6	1	"p[8,4]"	0.0586096934736768
"1437"	7	1	"p[8,4]"	0.11838071839839
"1438"	8	1	"p[8,4]"	0.0679041079155982
"1439"	9	1	"p[8,4]"	0.100937138764115
"1440"	10	1	"p[8,4]"	0.0939772645573955
"1441"	1	1	"p[8,5]"	0.0985215965505789
"1442"	2	1	"p[8,5]"	0.035392352165601
"1443"	3	1	"p[8,5]"	0.0790430764676279
"1444"	4	1	"p[8,5]"	0.0179658010891302
"1445"	5	1	"p[8,5]"	0.0525397253517166
"1446"	6	1	"p[8,5]"	0.0646377402185127
"1447"	7	1	"p[8,5]"	0.0542633380706572
"1448"	8	1	"p[8,5]"	0.0300344544207675
"1449"	9	1	"p[8,5]"	0.0289888709464542
"1450"	10	1	"p[8,5]"	0.107827296360194
"1451"	1	1	"p[8,6]"	0.117796518321596
"1452"	2	1	"p[8,6]"	0.0493401723894596
"1453"	3	1	"p[8,6]"	0.0513207229737765
"1454"	4	1	"p[8,6]"	0.0610177682886796
"1455"	5	1	"p[8,6]"	0.090641331445461
"1456"	6	1	"p[8,6]"	0.0793970920504529
"1457"	7	1	"p[8,6]"	0.0943621167552624
"1458"	8	1	"p[8,6]"	0.0934852931369851
"1459"	9	1	"p[8,6]"	0.0453198072907508
"1460"	10	1	"p[8,6]"	0.0750837140815107
"1461"	1	1	"p[8,7]"	0.0813196230788689
"1462"	2	1	"p[8,7]"	0.123138477312257
"1463"	3	1	"p[8,7]"	0.0433749790880276
"1464"	4	1	"p[8,7]"	0.0958785637391148
"1465"	5	1	"p[8,7]"	0.149317952642223
"1466"	6	1	"p[8,7]"	0.0357553609096109
"1467"	7	1	"p[8,7]"	0.0507931861179809
"1468"	8	1	"p[8,7]"	0.0616433670587546
"1469"	9	1	"p[8,7]"	0.0489873328719286
"1470"	10	1	"p[8,7]"	0.0563288494845392
"1471"	1	1	"p[8,8]"	0.0305508114785542
"1472"	2	1	"p[8,8]"	0.0645694104234033
"1473"	3	1	"p[8,8]"	0.0320847774321109
"1474"	4	1	"p[8,8]"	0.124600326618578
"1475"	5	1	"p[8,8]"	0.0791728309952497
"1476"	6	1	"p[8,8]"	0.032144474258867
"1477"	7	1	"p[8,8]"	0.0650094602908211
"1478"	8	1	"p[8,8]"	0.0179867151663445
"1479"	9	1	"p[8,8]"	0.0958744676866284
"1480"	10	1	"p[8,8]"	0.119217092437842
"1481"	1	1	"p[8,9]"	0.0528971481774285
"1482"	2	1	"p[8,9]"	0.103910396796719
"1483"	3	1	"p[8,9]"	0.0211108449324461
"1484"	4	1	"p[8,9]"	0.0335810720374784
"1485"	5	1	"p[8,9]"	0.0528005601425572
"1486"	6	1	"p[8,9]"	0.0372324094346678
"1487"	7	1	"p[8,9]"	0.0543049546762727
"1488"	8	1	"p[8,9]"	0.0567748138144408
"1489"	9	1	"p[8,9]"	0.0499400133750187
"1490"	10	1	"p[8,9]"	0.0344903152469834
"1491"	1	1	"p[8,10]"	0.0737667393417259
"1492"	2	1	"p[8,10]"	0.0896011445390018
"1493"	3	1	"p[8,10]"	0.0471554652580025
"1494"	4	1	"p[8,10]"	0.0230542907331483
"1495"	5	1	"p[8,10]"	0.0380099769435691
"1496"	6	1	"p[8,10]"	0.0411309404092367
"1497"	7	1	"p[8,10]"	0.0588435656579342
"1498"	8	1	"p[8,10]"	0.0476025011994272
"1499"	9	1	"p[8,10]"	0.0796598127807846
"1500"	10	1	"p[8,10]"	0.0296106842799619
"1501"	1	1	"p[8,11]"	0.0979002307545683
"1502"	2	1	"p[8,11]"	0.0533307853793195
"1503"	3	1	"p[8,11]"	0.0559547864544331
"1504"	4	1	"p[8,11]"	0.0665139345627468
"1505"	5	1	"p[8,11]"	0.0263152767026713
"1506"	6	1	"p[8,11]"	0.0373604569291105
"1507"	7	1	"p[8,11]"	0.0674335834052941
"1508"	8	1	"p[8,11]"	0.0281091725720771
"1509"	9	1	"p[8,11]"	0.144643400533571
"1510"	10	1	"p[8,11]"	0.0318579715553501
"1511"	1	1	"p[8,12]"	0.0557996203061862
"1512"	2	1	"p[8,12]"	0.0546831916336973
"1513"	3	1	"p[8,12]"	0.0300742236010404
"1514"	4	1	"p[8,12]"	0.0545707940951298
"1515"	5	1	"p[8,12]"	0.0418139463319783
"1516"	6	1	"p[8,12]"	0.045533411271972
"1517"	7	1	"p[8,12]"	0.0455892507694153
"1518"	8	1	"p[8,12]"	0.0395208636779443
"1519"	9	1	"p[8,12]"	0.0402914308222742
"1520"	10	1	"p[8,12]"	0.100956179364387
"1521"	1	1	"p[8,13]"	0.0566025166680426
"1522"	2	1	"p[8,13]"	0.0368987875037218
"1523"	3	1	"p[8,13]"	0.0253869196884107
"1524"	4	1	"p[8,13]"	0.0395321905048157
"1525"	5	1	"p[8,13]"	0.0392441521210442
"1526"	6	1	"p[8,13]"	0.0435045064924741
"1527"	7	1	"p[8,13]"	0.0930512163792556
"1528"	8	1	"p[8,13]"	0.0180089251634303
"1529"	9	1	"p[8,13]"	0.0425589741684652
"1530"	10	1	"p[8,13]"	0.0422102434716652
"1531"	1	1	"p[9,1]"	0.073079006542672
"1532"	2	1	"p[9,1]"	0.0964086478248956
"1533"	3	1	"p[9,1]"	0.0669911393032665
"1534"	4	1	"p[9,1]"	0.101538192351525
"1535"	5	1	"p[9,1]"	0.0501427037936646
"1536"	6	1	"p[9,1]"	0.0834145348882086
"1537"	7	1	"p[9,1]"	0.0641130107073667
"1538"	8	1	"p[9,1]"	0.110303724655092
"1539"	9	1	"p[9,1]"	0.0639351558926439
"1540"	10	1	"p[9,1]"	0.0683638553460231
"1541"	1	1	"p[9,2]"	0.0603199048187348
"1542"	2	1	"p[9,2]"	0.1012980834809
"1543"	3	1	"p[9,2]"	0.100592082971499
"1544"	4	1	"p[9,2]"	0.0686873030249319
"1545"	5	1	"p[9,2]"	0.0764591295107047
"1546"	6	1	"p[9,2]"	0.0397463214154002
"1547"	7	1	"p[9,2]"	0.0324462618765119
"1548"	8	1	"p[9,2]"	0.110344415241153
"1549"	9	1	"p[9,2]"	0.0253778211739425
"1550"	10	1	"p[9,2]"	0.117059503225193
"1551"	1	1	"p[9,3]"	0.0591196718187239
"1552"	2	1	"p[9,3]"	0.0830731158376514
"1553"	3	1	"p[9,3]"	0.0485361189623348
"1554"	4	1	"p[9,3]"	0.166299672510532
"1555"	5	1	"p[9,3]"	0.0565250849523811
"1556"	6	1	"p[9,3]"	0.0862889660595898
"1557"	7	1	"p[9,3]"	0.0634436410671919
"1558"	8	1	"p[9,3]"	0.0382646658951708
"1559"	9	1	"p[9,3]"	0.050796600688438
"1560"	10	1	"p[9,3]"	0.0606823990813737
"1561"	1	1	"p[9,4]"	0.0783155527046968
"1562"	2	1	"p[9,4]"	0.112318699340346
"1563"	3	1	"p[9,4]"	0.0656902466054612
"1564"	4	1	"p[9,4]"	0.116701814914504
"1565"	5	1	"p[9,4]"	0.21084332555958
"1566"	6	1	"p[9,4]"	0.0997894774640508
"1567"	7	1	"p[9,4]"	0.0937484167748596
"1568"	8	1	"p[9,4]"	0.177496649067726
"1569"	9	1	"p[9,4]"	0.120642077047972
"1570"	10	1	"p[9,4]"	0.0983972529711568
"1571"	1	1	"p[9,5]"	0.0552941083692597
"1572"	2	1	"p[9,5]"	0.0903316159133287
"1573"	3	1	"p[9,5]"	0.134585076455657
"1574"	4	1	"p[9,5]"	0.100916685033316
"1575"	5	1	"p[9,5]"	0.115388585105149
"1576"	6	1	"p[9,5]"	0.10645874238633
"1577"	7	1	"p[9,5]"	0.0830065839524925
"1578"	8	1	"p[9,5]"	0.13497176822166
"1579"	9	1	"p[9,5]"	0.0742390698974849
"1580"	10	1	"p[9,5]"	0.0661373575356518
"1581"	1	1	"p[9,6]"	0.112345105818074
"1582"	2	1	"p[9,6]"	0.0986241856932382
"1583"	3	1	"p[9,6]"	0.214941557807773
"1584"	4	1	"p[9,6]"	0.175798134784911
"1585"	5	1	"p[9,6]"	0.257119984055317
"1586"	6	1	"p[9,6]"	0.116238454958109
"1587"	7	1	"p[9,6]"	0.085659506074853
"1588"	8	1	"p[9,6]"	0.0753710113862531
"1589"	9	1	"p[9,6]"	0.152294324746527
"1590"	10	1	"p[9,6]"	0.164924936439731
"1591"	1	1	"p[9,7]"	0.0385909741799656
"1592"	2	1	"p[9,7]"	0.0471872821242401
"1593"	3	1	"p[9,7]"	0.0828248899992447
"1594"	4	1	"p[9,7]"	0.0464034410464445
"1595"	5	1	"p[9,7]"	0.0980586465178251
"1596"	6	1	"p[9,7]"	0.0712594211898357
"1597"	7	1	"p[9,7]"	0.0182473254863907
"1598"	8	1	"p[9,7]"	0.0540251722933904
"1599"	9	1	"p[9,7]"	0.0288958537708951
"1600"	10	1	"p[9,7]"	0.0318875162208274
"1601"	1	1	"p[9,8]"	0.0651461279962227
"1602"	2	1	"p[9,8]"	0.129716320471038
"1603"	3	1	"p[9,8]"	0.13436596299562
"1604"	4	1	"p[9,8]"	0.0547704630031326
"1605"	5	1	"p[9,8]"	0.174300344596596
"1606"	6	1	"p[9,8]"	0.067003055784132
"1607"	7	1	"p[9,8]"	0.0620628140859542
"1608"	8	1	"p[9,8]"	0.0673013248139787
"1609"	9	1	"p[9,8]"	0.0409192889012072
"1610"	10	1	"p[9,8]"	0.106863248447069
"1611"	1	1	"p[9,9]"	0.0194042461514127
"1612"	2	1	"p[9,9]"	0.147897273378681
"1613"	3	1	"p[9,9]"	0.0534422425734708
"1614"	4	1	"p[9,9]"	0.0822524519907222
"1615"	5	1	"p[9,9]"	0.0894088931493416
"1616"	6	1	"p[9,9]"	0.0573610707410793
"1617"	7	1	"p[9,9]"	0.0403605930336689
"1618"	8	1	"p[9,9]"	0.0305465978241402
"1619"	9	1	"p[9,9]"	0.030650191075365
"1620"	10	1	"p[9,9]"	0.0244174070264704
"1621"	1	1	"p[9,10]"	0.0623198021699909
"1622"	2	1	"p[9,10]"	0.0643006757809216
"1623"	3	1	"p[9,10]"	0.109468486970179
"1624"	4	1	"p[9,10]"	0.150476578114459
"1625"	5	1	"p[9,10]"	0.0732406090401877
"1626"	6	1	"p[9,10]"	0.131435169058372
"1627"	7	1	"p[9,10]"	0.122484148153168
"1628"	8	1	"p[9,10]"	0.0900689838320603
"1629"	9	1	"p[9,10]"	0.0703289996128262
"1630"	10	1	"p[9,10]"	0.0353323165913215
"1631"	1	1	"p[9,11]"	0.0637324212055695
"1632"	2	1	"p[9,11]"	0.0912964106462952
"1633"	3	1	"p[9,11]"	0.113762224791593
"1634"	4	1	"p[9,11]"	0.0777486217136729
"1635"	5	1	"p[9,11]"	0.037872677856232
"1636"	6	1	"p[9,11]"	0.114441310119634
"1637"	7	1	"p[9,11]"	0.0541720391393377
"1638"	8	1	"p[9,11]"	0.112307897026088
"1639"	9	1	"p[9,11]"	0.113753893011028
"1640"	10	1	"p[9,11]"	0.0675840931512526
"1641"	1	1	"p[9,12]"	0.0934939706312829
"1642"	2	1	"p[9,12]"	0.10049763307631
"1643"	3	1	"p[9,12]"	0.069844850069405
"1644"	4	1	"p[9,12]"	0.0672988041409687
"1645"	5	1	"p[9,12]"	0.179277219339177
"1646"	6	1	"p[9,12]"	0.0770184340488449
"1647"	7	1	"p[9,12]"	0.0707365664152389
"1648"	8	1	"p[9,12]"	0.0965987932495069
"1649"	9	1	"p[9,12]"	0.0785528748849103
"1650"	10	1	"p[9,12]"	0.140568971664363
"1651"	1	1	"p[9,13]"	0.0249780506732432
"1652"	2	1	"p[9,13]"	0.131758315522295
"1653"	3	1	"p[9,13]"	0.0532225447844406
"1654"	4	1	"p[9,13]"	0.170886221910192
"1655"	5	1	"p[9,13]"	0.076904582695074
"1656"	6	1	"p[9,13]"	0.0469531217894822
"1657"	7	1	"p[9,13]"	0.0622127181699484
"1658"	8	1	"p[9,13]"	0.111031982065213
"1659"	9	1	"p[9,13]"	0.0253446627221002
"1660"	10	1	"p[9,13]"	0.182173606939804
"1661"	1	1	"p[10,1]"	0.0406124374654889
"1662"	2	1	"p[10,1]"	0.0589093114283739
"1663"	3	1	"p[10,1]"	0.0592022886055181
"1664"	4	1	"p[10,1]"	0.0279431967827447
"1665"	5	1	"p[10,1]"	0.0855949679234603
"1666"	6	1	"p[10,1]"	0.212044153909071
"1667"	7	1	"p[10,1]"	0.0371539251144237
"1668"	8	1	"p[10,1]"	0.0328900539920812
"1669"	9	1	"p[10,1]"	0.0887565847301175
"1670"	10	1	"p[10,1]"	0.0491178442758195
"1671"	1	1	"p[10,2]"	0.0516659074038567
"1672"	2	1	"p[10,2]"	0.0624851387689383
"1673"	3	1	"p[10,2]"	0.0396082783217875
"1674"	4	1	"p[10,2]"	0.0110087532496879
"1675"	5	1	"p[10,2]"	0.0655499735045501
"1676"	6	1	"p[10,2]"	0.0607296777865334
"1677"	7	1	"p[10,2]"	0.0345684486924784
"1678"	8	1	"p[10,2]"	0.0552977649345426
"1679"	9	1	"p[10,2]"	0.0662799053970099
"1680"	10	1	"p[10,2]"	0.0409910319259243
"1681"	1	1	"p[10,3]"	0.0645889217216638
"1682"	2	1	"p[10,3]"	0.0789256070124992
"1683"	3	1	"p[10,3]"	0.0766460720235973
"1684"	4	1	"p[10,3]"	0.0632134157341284
"1685"	5	1	"p[10,3]"	0.103325759785572
"1686"	6	1	"p[10,3]"	0.109045444129036
"1687"	7	1	"p[10,3]"	0.152982662025011
"1688"	8	1	"p[10,3]"	0.0555012295982078
"1689"	9	1	"p[10,3]"	0.119008707041617
"1690"	10	1	"p[10,3]"	0.131161578502675
"1691"	1	1	"p[10,4]"	0.114404940103102
"1692"	2	1	"p[10,4]"	0.119748123289806
"1693"	3	1	"p[10,4]"	0.107078428268834
"1694"	4	1	"p[10,4]"	0.0886412566051436
"1695"	5	1	"p[10,4]"	0.125142277593125
"1696"	6	1	"p[10,4]"	0.124327974981066
"1697"	7	1	"p[10,4]"	0.150802315077075
"1698"	8	1	"p[10,4]"	0.10202653406594
"1699"	9	1	"p[10,4]"	0.148519561914702
"1700"	10	1	"p[10,4]"	0.0470025564344108
"1701"	1	1	"p[10,5]"	0.0802406616297364
"1702"	2	1	"p[10,5]"	0.13154866736922
"1703"	3	1	"p[10,5]"	0.093213324987304
"1704"	4	1	"p[10,5]"	0.169594916748852
"1705"	5	1	"p[10,5]"	0.0753452281070633
"1706"	6	1	"p[10,5]"	0.106381638081408
"1707"	7	1	"p[10,5]"	0.0909942971992625
"1708"	8	1	"p[10,5]"	0.126865775350255
"1709"	9	1	"p[10,5]"	0.127225023144172
"1710"	10	1	"p[10,5]"	0.0823767760487853
"1711"	1	1	"p[10,6]"	0.0192418639786395
"1712"	2	1	"p[10,6]"	0.0455585900182388
"1713"	3	1	"p[10,6]"	0.0563759752444208
"1714"	4	1	"p[10,6]"	0.0300710682347655
"1715"	5	1	"p[10,6]"	0.0595125966633658
"1716"	6	1	"p[10,6]"	0.0529332079175189
"1717"	7	1	"p[10,6]"	0.0616671680758393
"1718"	8	1	"p[10,6]"	0.0476338514883887
"1719"	9	1	"p[10,6]"	0.0427066731050648
"1720"	10	1	"p[10,6]"	0.0391336480915366
"1721"	1	1	"p[10,7]"	0.0484680622851845
"1722"	2	1	"p[10,7]"	0.149084625896942
"1723"	3	1	"p[10,7]"	0.123329151844269
"1724"	4	1	"p[10,7]"	0.0315075069658803
"1725"	5	1	"p[10,7]"	0.053596695523572
"1726"	6	1	"p[10,7]"	0.0451390850199292
"1727"	7	1	"p[10,7]"	0.0566336320279432
"1728"	8	1	"p[10,7]"	0.0837470459145981
"1729"	9	1	"p[10,7]"	0.0980412926537844
"1730"	10	1	"p[10,7]"	0.137079099751872
"1731"	1	1	"p[10,8]"	0.0487731163811832
"1732"	2	1	"p[10,8]"	0.0354016551975217
"1733"	3	1	"p[10,8]"	0.0934431352578212
"1734"	4	1	"p[10,8]"	0.0268210545952952
"1735"	5	1	"p[10,8]"	0.126946877067983
"1736"	6	1	"p[10,8]"	0.0748030471438756
"1737"	7	1	"p[10,8]"	0.0601556025032286
"1738"	8	1	"p[10,8]"	0.0585951365017846
"1739"	9	1	"p[10,8]"	0.0548588506186218
"1740"	10	1	"p[10,8]"	0.0726603390928701
"1741"	1	1	"p[10,9]"	0.0560702207393609
"1742"	2	1	"p[10,9]"	0.050032740942531
"1743"	3	1	"p[10,9]"	0.0833256922312014
"1744"	4	1	"p[10,9]"	0.012577993023051
"1745"	5	1	"p[10,9]"	0.0454963306638204
"1746"	6	1	"p[10,9]"	0.0964245090581158
"1747"	7	1	"p[10,9]"	0.0848891879766515
"1748"	8	1	"p[10,9]"	0.06124467677541
"1749"	9	1	"p[10,9]"	0.0272761535575237
"1750"	10	1	"p[10,9]"	0.0908423312925707
"1751"	1	1	"p[10,10]"	0.0532701064617454
"1752"	2	1	"p[10,10]"	0.108773156136696
"1753"	3	1	"p[10,10]"	0.142940071503594
"1754"	4	1	"p[10,10]"	0.0411032816029991
"1755"	5	1	"p[10,10]"	0.104217807010274
"1756"	6	1	"p[10,10]"	0.0760514663985263
"1757"	7	1	"p[10,10]"	0.129987843133832
"1758"	8	1	"p[10,10]"	0.0828110121417026
"1759"	9	1	"p[10,10]"	0.126318095666275
"1760"	10	1	"p[10,10]"	0.0576827199886686
"1761"	1	1	"p[10,11]"	0.0810964585650005
"1762"	2	1	"p[10,11]"	0.0314418394637883
"1763"	3	1	"p[10,11]"	0.081608946360639
"1764"	4	1	"p[10,11]"	0.0571608756820183
"1765"	5	1	"p[10,11]"	0.0527040147174793
"1766"	6	1	"p[10,11]"	0.132419342019688
"1767"	7	1	"p[10,11]"	0.0462559693007494
"1768"	8	1	"p[10,11]"	0.0207709771728308
"1769"	9	1	"p[10,11]"	0.0233035148862749
"1770"	10	1	"p[10,11]"	0.0212323907552503
"1771"	1	1	"p[10,12]"	0.0458211435308318
"1772"	2	1	"p[10,12]"	0.0533810123839229
"1773"	3	1	"p[10,12]"	0.0231729374864114
"1774"	4	1	"p[10,12]"	0.0298708337783105
"1775"	5	1	"p[10,12]"	0.0494351831974323
"1776"	6	1	"p[10,12]"	0.0273741345737198
"1777"	7	1	"p[10,12]"	0.0990281128728975
"1778"	8	1	"p[10,12]"	0.0183370586172441
"1779"	9	1	"p[10,12]"	0.0431374655681226
"1780"	10	1	"p[10,12]"	0.146865883397415
"1781"	1	1	"p[10,13]"	0.0536264369804109
"1782"	2	1	"p[10,13]"	0.0287996665693469
"1783"	3	1	"p[10,13]"	0.134733914395629
"1784"	4	1	"p[10,13]"	0.0587886488313663
"1785"	5	1	"p[10,13]"	0.0919494522890296
"1786"	6	1	"p[10,13]"	0.369673388625515
"1787"	7	1	"p[10,13]"	0.113748266391378
"1788"	8	1	"p[10,13]"	0.0318577390080693
"1789"	9	1	"p[10,13]"	0.034106316425474
"1790"	10	1	"p[10,13]"	0.0554814926108784
"1791"	1	1	"p[11,1]"	0.0691249957431777
"1792"	2	1	"p[11,1]"	0.0701492670939966
"1793"	3	1	"p[11,1]"	0.072156458441548
"1794"	4	1	"p[11,1]"	0.0535110534827658
"1795"	5	1	"p[11,1]"	0.111241434783014
"1796"	6	1	"p[11,1]"	0.117871249854236
"1797"	7	1	"p[11,1]"	0.0196059429840164
"1798"	8	1	"p[11,1]"	0.0361517193188566
"1799"	9	1	"p[11,1]"	0.0253482353442617
"1800"	10	1	"p[11,1]"	0.0325648549396383
"1801"	1	1	"p[11,2]"	0.100758211088305
"1802"	2	1	"p[11,2]"	0.129803445708869
"1803"	3	1	"p[11,2]"	0.0496689212086898
"1804"	4	1	"p[11,2]"	0.0220698993679459
"1805"	5	1	"p[11,2]"	0.0503488251967681
"1806"	6	1	"p[11,2]"	0.0745163297282209
"1807"	7	1	"p[11,2]"	0.0428964865688617
"1808"	8	1	"p[11,2]"	0.0226914644946974
"1809"	9	1	"p[11,2]"	0.0453946744082872
"1810"	10	1	"p[11,2]"	0.0721156570579366
"1811"	1	1	"p[11,3]"	0.10007244152949
"1812"	2	1	"p[11,3]"	0.0823236498326349
"1813"	3	1	"p[11,3]"	0.140355236520553
"1814"	4	1	"p[11,3]"	0.0736133772717186
"1815"	5	1	"p[11,3]"	0.066057828131698
"1816"	6	1	"p[11,3]"	0.0750053541684214
"1817"	7	1	"p[11,3]"	0.134602564487936
"1818"	8	1	"p[11,3]"	0.0486627699182073
"1819"	9	1	"p[11,3]"	0.0591274738556197
"1820"	10	1	"p[11,3]"	0.0362283680046361
"1821"	1	1	"p[11,4]"	0.0737880542333876
"1822"	2	1	"p[11,4]"	0.0352528277346253
"1823"	3	1	"p[11,4]"	0.11918070121108
"1824"	4	1	"p[11,4]"	0.105880727810104
"1825"	5	1	"p[11,4]"	0.106987128452144
"1826"	6	1	"p[11,4]"	0.154086208165176
"1827"	7	1	"p[11,4]"	0.0876278775024709
"1828"	8	1	"p[11,4]"	0.0961099783485778
"1829"	9	1	"p[11,4]"	0.074891651859399
"1830"	10	1	"p[11,4]"	0.057256242015338
"1831"	1	1	"p[11,5]"	0.0624494834000526
"1832"	2	1	"p[11,5]"	0.0571102928509017
"1833"	3	1	"p[11,5]"	0.125043309969826
"1834"	4	1	"p[11,5]"	0.145793250093207
"1835"	5	1	"p[11,5]"	0.107040918682207
"1836"	6	1	"p[11,5]"	0.179052905984832
"1837"	7	1	"p[11,5]"	0.096634040697238
"1838"	8	1	"p[11,5]"	0.0980289770213615
"1839"	9	1	"p[11,5]"	0.0982665066866491
"1840"	10	1	"p[11,5]"	0.149415062380648
"1841"	1	1	"p[11,6]"	0.0379350148324867
"1842"	2	1	"p[11,6]"	0.0929008579641355
"1843"	3	1	"p[11,6]"	0.0894427092735057
"1844"	4	1	"p[11,6]"	0.0575235623672596
"1845"	5	1	"p[11,6]"	0.0612569675451931
"1846"	6	1	"p[11,6]"	0.0672996442875348
"1847"	7	1	"p[11,6]"	0.0330319525611132
"1848"	8	1	"p[11,6]"	0.0999454994409875
"1849"	9	1	"p[11,6]"	0.0760744385397539
"1850"	10	1	"p[11,6]"	0.0664731173391831
"1851"	1	1	"p[11,7]"	0.0382740445121264
"1852"	2	1	"p[11,7]"	0.0454297886057129
"1853"	3	1	"p[11,7]"	0.0674637673136129
"1854"	4	1	"p[11,7]"	0.0625169134537217
"1855"	5	1	"p[11,7]"	0.0624654775058407
"1856"	6	1	"p[11,7]"	0.0920005236584458
"1857"	7	1	"p[11,7]"	0.0686473835747934
"1858"	8	1	"p[11,7]"	0.0515344661189339
"1859"	9	1	"p[11,7]"	0.0326122681653042
"1860"	10	1	"p[11,7]"	0.101828532643055
"1861"	1	1	"p[11,8]"	0.124170144482338
"1862"	2	1	"p[11,8]"	0.0930833487993175
"1863"	3	1	"p[11,8]"	0.0875204085378231
"1864"	4	1	"p[11,8]"	0.0363657522832798
"1865"	5	1	"p[11,8]"	0.0513569172120436
"1866"	6	1	"p[11,8]"	0.117179872715276
"1867"	7	1	"p[11,8]"	0.0390328152602934
"1868"	8	1	"p[11,8]"	0.0479773898498362
"1869"	9	1	"p[11,8]"	0.0453383014554998
"1870"	10	1	"p[11,8]"	0.0997643885943098
"1871"	1	1	"p[11,9]"	0.0260761691913543
"1872"	2	1	"p[11,9]"	0.0215538397233357
"1873"	3	1	"p[11,9]"	0.0382215364696817
"1874"	4	1	"p[11,9]"	0.0459772430925997
"1875"	5	1	"p[11,9]"	0.04861049770837
