"Iteration"	"Chain"	"Parameter"	"value"
"1254"	4	2	"p[6,12]"	0.0681434139895695
"1255"	5	2	"p[6,12]"	0.0782388182400125
"1256"	6	2	"p[6,12]"	0.0845539881479876
"1257"	7	2	"p[6,12]"	0.124207626178606
"1258"	8	2	"p[6,12]"	0.0557160733130297
"1259"	9	2	"p[6,12]"	0.0942099207481692
"1260"	10	2	"p[6,12]"	0.0517935380879844
"1261"	1	2	"p[6,13]"	0.110247212897997
"1262"	2	2	"p[6,13]"	0.0800722805231754
"1263"	3	2	"p[6,13]"	0.0842685181116835
"1264"	4	2	"p[6,13]"	0.0901705431932948
"1265"	5	2	"p[6,13]"	0.0649239590881521
"1266"	6	2	"p[6,13]"	0.113360980497821
"1267"	7	2	"p[6,13]"	0.0724392568387659
"1268"	8	2	"p[6,13]"	0.0774999025574382
"1269"	9	2	"p[6,13]"	0.0891656001608364
"1270"	10	2	"p[6,13]"	0.0658614845140845
"1271"	1	2	"p[7,1]"	0.0401438672264038
"1272"	2	2	"p[7,1]"	0.24396147360893
"1273"	3	2	"p[7,1]"	0.0375283056979004
"1274"	4	2	"p[7,1]"	0.0721547227408726
"1275"	5	2	"p[7,1]"	0.0307806922301211
"1276"	6	2	"p[7,1]"	0.0860081082312835
"1277"	7	2	"p[7,1]"	0.0811517203840803
"1278"	8	2	"p[7,1]"	0.071458485148694
"1279"	9	2	"p[7,1]"	0.0647602956459406
"1280"	10	2	"p[7,1]"	0.0435925007904345
"1281"	1	2	"p[7,2]"	0.122309825146267
"1282"	2	2	"p[7,2]"	0.147093084546415
"1283"	3	2	"p[7,2]"	0.148680461989998
"1284"	4	2	"p[7,2]"	0.0986136163492361
"1285"	5	2	"p[7,2]"	0.11011541291726
"1286"	6	2	"p[7,2]"	0.102158380416832
"1287"	7	2	"p[7,2]"	0.202629322012693
"1288"	8	2	"p[7,2]"	0.120915225484095
"1289"	9	2	"p[7,2]"	0.1577029164128
"1290"	10	2	"p[7,2]"	0.136579154933681
"1291"	1	2	"p[7,3]"	0.0433214850253986
"1292"	2	2	"p[7,3]"	0.08389631464839
"1293"	3	2	"p[7,3]"	0.0327153226031905
"1294"	4	2	"p[7,3]"	0.0507739098295039
"1295"	5	2	"p[7,3]"	0.122238970268494
"1296"	6	2	"p[7,3]"	0.0281470267328953
"1297"	7	2	"p[7,3]"	0.13159015599947
"1298"	8	2	"p[7,3]"	0.0523754863135297
"1299"	9	2	"p[7,3]"	0.0817919088214078
"1300"	10	2	"p[7,3]"	0.106666394547841
"1301"	1	2	"p[7,4]"	0.0674103759948033
"1302"	2	2	"p[7,4]"	0.200567991938769
"1303"	3	2	"p[7,4]"	0.0775830334092184
"1304"	4	2	"p[7,4]"	0.0741500029612264
"1305"	5	2	"p[7,4]"	0.0463335061880109
"1306"	6	2	"p[7,4]"	0.0680867624423338
"1307"	7	2	"p[7,4]"	0.0714137096474305
"1308"	8	2	"p[7,4]"	0.1192713624098
"1309"	9	2	"p[7,4]"	0.048136504571792
"1310"	10	2	"p[7,4]"	0.0545981339519543
"1311"	1	2	"p[7,5]"	0.0337065933698846
"1312"	2	2	"p[7,5]"	0.0897082633686173
"1313"	3	2	"p[7,5]"	0.0248913203481859
"1314"	4	2	"p[7,5]"	0.0829428044704598
"1315"	5	2	"p[7,5]"	0.0867895751260595
"1316"	6	2	"p[7,5]"	0.0652104665513377
"1317"	7	2	"p[7,5]"	0.0925647527637525
"1318"	8	2	"p[7,5]"	0.0436614669715796
"1319"	9	2	"p[7,5]"	0.11258093413519
"1320"	10	2	"p[7,5]"	0.0500472555462541
"1321"	1	2	"p[7,6]"	0.057523363142282
"1322"	2	2	"p[7,6]"	0.115717244355843
"1323"	3	2	"p[7,6]"	0.102886450585109
"1324"	4	2	"p[7,6]"	0.0678860514463531
"1325"	5	2	"p[7,6]"	0.0952859158234205
"1326"	6	2	"p[7,6]"	0.08984311048646
"1327"	7	2	"p[7,6]"	0.086013068345725
"1328"	8	2	"p[7,6]"	0.0666757265676117
"1329"	9	2	"p[7,6]"	0.167788084167923
"1330"	10	2	"p[7,6]"	0.0800437040681126
"1331"	1	2	"p[7,7]"	0.0667556222942758
"1332"	2	2	"p[7,7]"	0.0485774619667156
"1333"	3	2	"p[7,7]"	0.0553605711788241
"1334"	4	2	"p[7,7]"	0.168405076213896
"1335"	5	2	"p[7,7]"	0.0978968906528885
"1336"	6	2	"p[7,7]"	0.0532799306291043
"1337"	7	2	"p[7,7]"	0.143864328507829
"1338"	8	2	"p[7,7]"	0.0948419748159825
"1339"	9	2	"p[7,7]"	0.103198878363238
"1340"	10	2	"p[7,7]"	0.0254740554895786
"1341"	1	2	"p[7,8]"	0.0497158058893329
"1342"	2	2	"p[7,8]"	0.163845266443326
"1343"	3	2	"p[7,8]"	0.0426568745087129
"1344"	4	2	"p[7,8]"	0.0256577144269714
"1345"	5	2	"p[7,8]"	0.107995273667142
"1346"	6	2	"p[7,8]"	0.0598328222539857
"1347"	7	2	"p[7,8]"	0.0798235425420506
"1348"	8	2	"p[7,8]"	0.0846986142526394
"1349"	9	2	"p[7,8]"	0.0400174048494302
"1350"	10	2	"p[7,8]"	0.0577518793907206
"1351"	1	2	"p[7,9]"	0.105044769268396
"1352"	2	2	"p[7,9]"	0.0637521250452528
"1353"	3	2	"p[7,9]"	0.0668909683593494
"1354"	4	2	"p[7,9]"	0.0804647371368376
"1355"	5	2	"p[7,9]"	0.0928816951586423
"1356"	6	2	"p[7,9]"	0.100638000256669
"1357"	7	2	"p[7,9]"	0.0765856872237565
"1358"	8	2	"p[7,9]"	0.0846855455281574
"1359"	9	2	"p[7,9]"	0.102965930317962
"1360"	10	2	"p[7,9]"	0.0804297302617755
"1361"	1	2	"p[7,10]"	0.0783469145801274
"1362"	2	2	"p[7,10]"	0.08235400459429
"1363"	3	2	"p[7,10]"	0.147507598969021
"1364"	4	2	"p[7,10]"	0.0974329706061472
"1365"	5	2	"p[7,10]"	0.0838588233634813
"1366"	6	2	"p[7,10]"	0.0608706426681745
"1367"	7	2	"p[7,10]"	0.145650534710892
"1368"	8	2	"p[7,10]"	0.0708862372381776
"1369"	9	2	"p[7,10]"	0.0513573349065149
"1370"	10	2	"p[7,10]"	0.0377810719496334
"1371"	1	2	"p[7,11]"	0.0765656629395059
"1372"	2	2	"p[7,11]"	0.0833677697943684
"1373"	3	2	"p[7,11]"	0.0676281036673484
"1374"	4	2	"p[7,11]"	0.0858883044294436
"1375"	5	2	"p[7,11]"	0.0919575568883415
"1376"	6	2	"p[7,11]"	0.0636297218617182
"1377"	7	2	"p[7,11]"	0.101386962389137
"1378"	8	2	"p[7,11]"	0.0937817355994323
"1379"	9	2	"p[7,11]"	0.0568583730321937
"1380"	10	2	"p[7,11]"	0.0518848903379426
"1381"	1	2	"p[7,12]"	0.0598794615166791
"1382"	2	2	"p[7,12]"	0.0350497823478015
"1383"	3	2	"p[7,12]"	0.0297048585019565
"1384"	4	2	"p[7,12]"	0.13888251607161
"1385"	5	2	"p[7,12]"	0.0353823579263154
"1386"	6	2	"p[7,12]"	0.0318980887835727
"1387"	7	2	"p[7,12]"	0.0259720381186053
"1388"	8	2	"p[7,12]"	0.0719226714623378
"1389"	9	2	"p[7,12]"	0.0702890440833326
"1390"	10	2	"p[7,12]"	0.0337115735918999
"1391"	1	2	"p[7,13]"	0.0278756219394522
"1392"	2	2	"p[7,13]"	0.0695505092459607
"1393"	3	2	"p[7,13]"	0.0176334597680338
"1394"	4	2	"p[7,13]"	0.11561627512535
"1395"	5	2	"p[7,13]"	0.0356498671763234
"1396"	6	2	"p[7,13]"	0.0656010562004871
"1397"	7	2	"p[7,13]"	0.0590696061496681
"1398"	8	2	"p[7,13]"	0.0777095408903066
"1399"	9	2	"p[7,13]"	0.0834282918775221
"1400"	10	2	"p[7,13]"	0.0456811832744099
"1401"	1	2	"p[8,1]"	0.0606975907190908
"1402"	2	2	"p[8,1]"	0.0230181959596878
"1403"	3	2	"p[8,1]"	0.0367653499980277
"1404"	4	2	"p[8,1]"	0.0552117426015043
"1405"	5	2	"p[8,1]"	0.132680025039396
"1406"	6	2	"p[8,1]"	0.175276731262841
"1407"	7	2	"p[8,1]"	0.16454007218349
"1408"	8	2	"p[8,1]"	0.0612876712102003
"1409"	9	2	"p[8,1]"	0.0997455186114594
"1410"	10	2	"p[8,1]"	0.0671896804267532
"1411"	1	2	"p[8,2]"	0.0605361081735204
"1412"	2	2	"p[8,2]"	0.0529397958204235
"1413"	3	2	"p[8,2]"	0.152754610339598
"1414"	4	2	"p[8,2]"	0.0378237998596469
"1415"	5	2	"p[8,2]"	0.138331069486171
"1416"	6	2	"p[8,2]"	0.122198437139077
"1417"	7	2	"p[8,2]"	0.0429470753706497
"1418"	8	2	"p[8,2]"	0.0636980057445199
"1419"	9	2	"p[8,2]"	0.0523960253771004
"1420"	10	2	"p[8,2]"	0.0925054208960618
"1421"	1	2	"p[8,3]"	0.0610239058038329
"1422"	2	2	"p[8,3]"	0.142535401338026
"1423"	3	2	"p[8,3]"	0.0884644212037883
"1424"	4	2	"p[8,3]"	0.043434928017347
"1425"	5	2	"p[8,3]"	0.134353952594255
"1426"	6	2	"p[8,3]"	0.083302871206559
"1427"	7	2	"p[8,3]"	0.12645732999265
"1428"	8	2	"p[8,3]"	0.0690880402448915
"1429"	9	2	"p[8,3]"	0.0699325407151246
"1430"	10	2	"p[8,3]"	0.0517027840307041
"1431"	1	2	"p[8,4]"	0.100007122753818
"1432"	2	2	"p[8,4]"	0.0645639495826371
"1433"	3	2	"p[8,4]"	0.104749541674983
"1434"	4	2	"p[8,4]"	0.196003770416012
"1435"	5	2	"p[8,4]"	0.0660003454597335
"1436"	6	2	"p[8,4]"	0.081559895829685
"1437"	7	2	"p[8,4]"	0.148502409173645
"1438"	8	2	"p[8,4]"	0.113020343994311
"1439"	9	2	"p[8,4]"	0.074779078119011
"1440"	10	2	"p[8,4]"	0.0773482633672274
"1441"	1	2	"p[8,5]"	0.04240299262805
"1442"	2	2	"p[8,5]"	0.0388830473732176
"1443"	3	2	"p[8,5]"	0.0237445990332671
"1444"	4	2	"p[8,5]"	0.0290943183859522
"1445"	5	2	"p[8,5]"	0.0731417609789373
"1446"	6	2	"p[8,5]"	0.115882013906998
"1447"	7	2	"p[8,5]"	0.0492515649722217
"1448"	8	2	"p[8,5]"	0.0453789385953393
"1449"	9	2	"p[8,5]"	0.0548152929953056
"1450"	10	2	"p[8,5]"	0.0497845132394872
"1451"	1	2	"p[8,6]"	0.0954341419595942
"1452"	2	2	"p[8,6]"	0.0783298738768296
"1453"	3	2	"p[8,6]"	0.0825580796663754
"1454"	4	2	"p[8,6]"	0.111544335256566
"1455"	5	2	"p[8,6]"	0.109670673487405
"1456"	6	2	"p[8,6]"	0.0399122378460354
"1457"	7	2	"p[8,6]"	0.115905937938065
"1458"	8	2	"p[8,6]"	0.0902985243720447
"1459"	9	2	"p[8,6]"	0.0938578165646038
"1460"	10	2	"p[8,6]"	0.0498561229324986
"1461"	1	2	"p[8,7]"	0.0446167280492561
"1462"	2	2	"p[8,7]"	0.0554918321621887
"1463"	3	2	"p[8,7]"	0.0401952592644249
"1464"	4	2	"p[8,7]"	0.0338710304468239
"1465"	5	2	"p[8,7]"	0.0516244558373656
"1466"	6	2	"p[8,7]"	0.0813005437309341
"1467"	7	2	"p[8,7]"	0.0631474425110357
"1468"	8	2	"p[8,7]"	0.0801836495565475
"1469"	9	2	"p[8,7]"	0.0284749698534587
"1470"	10	2	"p[8,7]"	0.196080239671354
"1471"	1	2	"p[8,8]"	0.0704055025847075
"1472"	2	2	"p[8,8]"	0.223962368208084
"1473"	3	2	"p[8,8]"	0.0375925171305601
"1474"	4	2	"p[8,8]"	0.0748307121401821
"1475"	5	2	"p[8,8]"	0.0492055654295355
"1476"	6	2	"p[8,8]"	0.052430727066927
"1477"	7	2	"p[8,8]"	0.0451894371120431
"1478"	8	2	"p[8,8]"	0.0713828023953761
"1479"	9	2	"p[8,8]"	0.0343230431109535
"1480"	10	2	"p[8,8]"	0.0817966272086359
"1481"	1	2	"p[8,9]"	0.0433639109519053
"1482"	2	2	"p[8,9]"	0.137299200959939
"1483"	3	2	"p[8,9]"	0.0860255062698488
"1484"	4	2	"p[8,9]"	0.0618229187078108
"1485"	5	2	"p[8,9]"	0.113064817803355
"1486"	6	2	"p[8,9]"	0.186432372288951
"1487"	7	2	"p[8,9]"	0.0336083232177784
"1488"	8	2	"p[8,9]"	0.129842776114588
"1489"	9	2	"p[8,9]"	0.0267156356346406
"1490"	10	2	"p[8,9]"	0.00940199516734535
"1491"	1	2	"p[8,10]"	0.0319213843130096
"1492"	2	2	"p[8,10]"	0.158509269027467
"1493"	3	2	"p[8,10]"	0.0422181931815726
"1494"	4	2	"p[8,10]"	0.0633196210919257
"1495"	5	2	"p[8,10]"	0.0683545210305735
"1496"	6	2	"p[8,10]"	0.0224552031504811
"1497"	7	2	"p[8,10]"	0.047271830528597
"1498"	8	2	"p[8,10]"	0.0571539460185359
"1499"	9	2	"p[8,10]"	0.0403510362997544
"1500"	10	2	"p[8,10]"	0.0438820738749908
"1501"	1	2	"p[8,11]"	0.140628459160264
"1502"	2	2	"p[8,11]"	0.0605828215971623
"1503"	3	2	"p[8,11]"	0.0870310097662768
"1504"	4	2	"p[8,11]"	0.0350720958234834
"1505"	5	2	"p[8,11]"	0.0240081432916951
"1506"	6	2	"p[8,11]"	0.0605435293299095
"1507"	7	2	"p[8,11]"	0.122647519494987
"1508"	8	2	"p[8,11]"	0.0776699360862757
"1509"	9	2	"p[8,11]"	0.0557341086397874
"1510"	10	2	"p[8,11]"	0.0373011755576568
"1511"	1	2	"p[8,12]"	0.032946679251543
"1512"	2	2	"p[8,12]"	0.0372352156944554
"1513"	3	2	"p[8,12]"	0.104524462719711
"1514"	4	2	"p[8,12]"	0.0575364931763149
"1515"	5	2	"p[8,12]"	0.0344074173398008
"1516"	6	2	"p[8,12]"	0.0630852330930056
"1517"	7	2	"p[8,12]"	0.0692744974151297
"1518"	8	2	"p[8,12]"	0.0845194818328838
"1519"	9	2	"p[8,12]"	0.0829703850752332
"1520"	10	2	"p[8,12]"	0.0526356918902685
"1521"	1	2	"p[8,13]"	0.0367896181704436
"1522"	2	2	"p[8,13]"	0.0125999280351315
"1523"	3	2	"p[8,13]"	0.0367494546483135
"1524"	4	2	"p[8,13]"	0.0388232071068562
"1525"	5	2	"p[8,13]"	0.0365338179077452
"1526"	6	2	"p[8,13]"	0.0421905174764418
"1527"	7	2	"p[8,13]"	0.097304212414324
"1528"	8	2	"p[8,13]"	0.0905284507476373
"1529"	9	2	"p[8,13]"	0.0183718052829627
"1530"	10	2	"p[8,13]"	0.0365743720662309
"1531"	1	2	"p[9,1]"	0.0694104372225998
"1532"	2	2	"p[9,1]"	0.0229423676773861
"1533"	3	2	"p[9,1]"	0.0518086860872783
"1534"	4	2	"p[9,1]"	0.111357650419089
"1535"	5	2	"p[9,1]"	0.0471745970352485
"1536"	6	2	"p[9,1]"	0.0558356161161452
"1537"	7	2	"p[9,1]"	0.083793910481007
"1538"	8	2	"p[9,1]"	0.0746917542628655
"1539"	9	2	"p[9,1]"	0.188119775998659
"1540"	10	2	"p[9,1]"	0.0301354118866063
"1541"	1	2	"p[9,2]"	0.0632423763397263
"1542"	2	2	"p[9,2]"	0.0423347397630972
"1543"	3	2	"p[9,2]"	0.0498260905576952
"1544"	4	2	"p[9,2]"	0.0313526754664165
"1545"	5	2	"p[9,2]"	0.0655372064490643
"1546"	6	2	"p[9,2]"	0.0529160144166648
"1547"	7	2	"p[9,2]"	0.122784186719833
"1548"	8	2	"p[9,2]"	0.0219219411447342
"1549"	9	2	"p[9,2]"	0.02993325293467
"1550"	10	2	"p[9,2]"	0.0382937781006093
"1551"	1	2	"p[9,3]"	0.0663125235099564
"1552"	2	2	"p[9,3]"	0.0949592081522946
"1553"	3	2	"p[9,3]"	0.0583000204479753
"1554"	4	2	"p[9,3]"	0.0579357713684391
"1555"	5	2	"p[9,3]"	0.0278985477967573
"1556"	6	2	"p[9,3]"	0.0569891747247811
"1557"	7	2	"p[9,3]"	0.0764380988133574
"1558"	8	2	"p[9,3]"	0.0572708062478547
"1559"	9	2	"p[9,3]"	0.0363461389764569
"1560"	10	2	"p[9,3]"	0.0593989486154481
"1561"	1	2	"p[9,4]"	0.112456676994266
"1562"	2	2	"p[9,4]"	0.0685923133560176
"1563"	3	2	"p[9,4]"	0.0828451930365845
"1564"	4	2	"p[9,4]"	0.110374726257387
"1565"	5	2	"p[9,4]"	0.117874851654114
"1566"	6	2	"p[9,4]"	0.111439197752298
"1567"	7	2	"p[9,4]"	0.11155527897664
"1568"	8	2	"p[9,4]"	0.17877761589171
"1569"	9	2	"p[9,4]"	0.158377048799671
"1570"	10	2	"p[9,4]"	0.117916781130221
"1571"	1	2	"p[9,5]"	0.0406137137673713
"1572"	2	2	"p[9,5]"	0.124353087985996
"1573"	3	2	"p[9,5]"	0.0671132051436763
"1574"	4	2	"p[9,5]"	0.0416314771884837
"1575"	5	2	"p[9,5]"	0.0594895842722858
"1576"	6	2	"p[9,5]"	0.033025141397856
"1577"	7	2	"p[9,5]"	0.0768846531204815
"1578"	8	2	"p[9,5]"	0.191889660051975
"1579"	9	2	"p[9,5]"	0.070469101439594
"1580"	10	2	"p[9,5]"	0.129445686778776
"1581"	1	2	"p[9,6]"	0.0649820013186441
"1582"	2	2	"p[9,6]"	0.313291329018817
"1583"	3	2	"p[9,6]"	0.145635568723056
"1584"	4	2	"p[9,6]"	0.167515943224385
"1585"	5	2	"p[9,6]"	0.163018816724753
"1586"	6	2	"p[9,6]"	0.0798741797719536
"1587"	7	2	"p[9,6]"	0.125854107041819
"1588"	8	2	"p[9,6]"	0.192590023198698
"1589"	9	2	"p[9,6]"	0.143418263566315
"1590"	10	2	"p[9,6]"	0.129666585415736
"1591"	1	2	"p[9,7]"	0.165159243794859
"1592"	2	2	"p[9,7]"	0.0394434760035531
"1593"	3	2	"p[9,7]"	0.0714967198148802
"1594"	4	2	"p[9,7]"	0.0821741922360965
"1595"	5	2	"p[9,7]"	0.0516850851035001
"1596"	6	2	"p[9,7]"	0.031276655839174
"1597"	7	2	"p[9,7]"	0.100017044664305
"1598"	8	2	"p[9,7]"	0.203320282790263
"1599"	9	2	"p[9,7]"	0.0258318682735274
"1600"	10	2	"p[9,7]"	0.0924881870753163
"1601"	1	2	"p[9,8]"	0.0901108796499237
"1602"	2	2	"p[9,8]"	0.142125724061815
"1603"	3	2	"p[9,8]"	0.246370073623501
"1604"	4	2	"p[9,8]"	0.124258472404327
"1605"	5	2	"p[9,8]"	0.0356684489070513
"1606"	6	2	"p[9,8]"	0.139084868399618
"1607"	7	2	"p[9,8]"	0.0545642764484892
"1608"	8	2	"p[9,8]"	0.0296470441470243
"1609"	9	2	"p[9,8]"	0.0447087216216702
"1610"	10	2	"p[9,8]"	0.0113381916791836
"1611"	1	2	"p[9,9]"	0.0279462547115339
"1612"	2	2	"p[9,9]"	0.0122988587351261
"1613"	3	2	"p[9,9]"	0.0410817870944591
"1614"	4	2	"p[9,9]"	0.0642622945053043
"1615"	5	2	"p[9,9]"	0.0463609679734272
"1616"	6	2	"p[9,9]"	0.0607193946457527
"1617"	7	2	"p[9,9]"	0.0672472610502295
"1618"	8	2	"p[9,9]"	0.0388615644446964
"1619"	9	2	"p[9,9]"	0.039375969064036
"1620"	10	2	"p[9,9]"	0.102631892959423
"1621"	1	2	"p[9,10]"	0.0580338435536786
"1622"	2	2	"p[9,10]"	0.0583467794119017
"1623"	3	2	"p[9,10]"	0.0957077615625553
"1624"	4	2	"p[9,10]"	0.060352335477282
"1625"	5	2	"p[9,10]"	0.0534248144998691
"1626"	6	2	"p[9,10]"	0.0579415828339341
"1627"	7	2	"p[9,10]"	0.10766260797387
"1628"	8	2	"p[9,10]"	0.099136353591345
"1629"	9	2	"p[9,10]"	0.0942280020154652
"1630"	10	2	"p[9,10]"	0.0614895372362833
"1631"	1	2	"p[9,11]"	0.0823756132040633
"1632"	2	2	"p[9,11]"	0.125934539220474
"1633"	3	2	"p[9,11]"	0.052338063510834
"1634"	4	2	"p[9,11]"	0.161777337818662
"1635"	5	2	"p[9,11]"	0.0462738636949443
"1636"	6	2	"p[9,11]"	0.0799174131468805
"1637"	7	2	"p[9,11]"	0.0808331401565321
"1638"	8	2	"p[9,11]"	0.0172440032980981
"1639"	9	2	"p[9,11]"	0.120426680955231
"1640"	10	2	"p[9,11]"	0.0738797861730881
"1641"	1	2	"p[9,12]"	0.0875422816286005
"1642"	2	2	"p[9,12]"	0.193887262891695
"1643"	3	2	"p[9,12]"	0.0750673169895741
"1644"	4	2	"p[9,12]"	0.0668233382881741
"1645"	5	2	"p[9,12]"	0.117590221386795
"1646"	6	2	"p[9,12]"	0.0573026816962867
"1647"	7	2	"p[9,12]"	0.0509035543894935
"1648"	8	2	"p[9,12]"	0.0544324619126945
"1649"	9	2	"p[9,12]"	0.068664257335897
"1650"	10	2	"p[9,12]"	0.0590801299669802
"1651"	1	2	"p[9,13]"	0.0998186161395567
"1652"	2	2	"p[9,13]"	0.144737412731075
"1653"	3	2	"p[9,13]"	0.14550312781705
"1654"	4	2	"p[9,13]"	0.0588325971873919
"1655"	5	2	"p[9,13]"	0.0675053904337916
"1656"	6	2	"p[9,13]"	0.0325410957307447
"1657"	7	2	"p[9,13]"	0.0607874478496011
"1658"	8	2	"p[9,13]"	0.0419989546140067
"1659"	9	2	"p[9,13]"	0.0529348546130623
"1660"	10	2	"p[9,13]"	0.0454564821677398
"1661"	1	2	"p[10,1]"	0.0587696088453288
"1662"	2	2	"p[10,1]"	0.0449989962256861
"1663"	3	2	"p[10,1]"	0.0711557082217989
"1664"	4	2	"p[10,1]"	0.132580302571851
"1665"	5	2	"p[10,1]"	0.0533494317862441
"1666"	6	2	"p[10,1]"	0.0769680221443853
"1667"	7	2	"p[10,1]"	0.0631726133196845
"1668"	8	2	"p[10,1]"	0.0482007942131445
"1669"	9	2	"p[10,1]"	0.0297843461485323
"1670"	10	2	"p[10,1]"	0.0662253925888105
"1671"	1	2	"p[10,2]"	0.0591720159808998
"1672"	2	2	"p[10,2]"	0.0380171272433502
"1673"	3	2	"p[10,2]"	0.064791364364151
"1674"	4	2	"p[10,2]"	0.110466844171865
"1675"	5	2	"p[10,2]"	0.0677080992306289
"1676"	6	2	"p[10,2]"	0.073635610038288
"1677"	7	2	"p[10,2]"	0.0342110342641358
"1678"	8	2	"p[10,2]"	0.0487702963580278
"1679"	9	2	"p[10,2]"	0.0748122235544318
"1680"	10	2	"p[10,2]"	0.074899659155337
"1681"	1	2	"p[10,3]"	0.18289802619775
"1682"	2	2	"p[10,3]"	0.130001951055698
"1683"	3	2	"p[10,3]"	0.0696514871751688
"1684"	4	2	"p[10,3]"	0.0670837346198414
"1685"	5	2	"p[10,3]"	0.160192223321977
"1686"	6	2	"p[10,3]"	0.0784655525784678
"1687"	7	2	"p[10,3]"	0.071779171197999
"1688"	8	2	"p[10,3]"	0.0847548133352655
"1689"	9	2	"p[10,3]"	0.0760061334082821
"1690"	10	2	"p[10,3]"	0.0888882943210712
"1691"	1	2	"p[10,4]"	0.10473829072036
"1692"	2	2	"p[10,4]"	0.116453091722874
"1693"	3	2	"p[10,4]"	0.0852369683261898
"1694"	4	2	"p[10,4]"	0.086095570904502
"1695"	5	2	"p[10,4]"	0.136629418141974
"1696"	6	2	"p[10,4]"	0.0987549710651125
"1697"	7	2	"p[10,4]"	0.0431331267601867
"1698"	8	2	"p[10,4]"	0.175665524427474
"1699"	9	2	"p[10,4]"	0.0645552253652933
"1700"	10	2	"p[10,4]"	0.0540639578769201
"1701"	1	2	"p[10,5]"	0.101018698224073
"1702"	2	2	"p[10,5]"	0.12111263062692
"1703"	3	2	"p[10,5]"	0.157713545531268
"1704"	4	2	"p[10,5]"	0.156177363145931
"1705"	5	2	"p[10,5]"	0.140812753554204
"1706"	6	2	"p[10,5]"	0.099245992280674
"1707"	7	2	"p[10,5]"	0.154317811155515
"1708"	8	2	"p[10,5]"	0.110428535661522
"1709"	9	2	"p[10,5]"	0.0712688016668792
"1710"	10	2	"p[10,5]"	0.136390607178673
"1711"	1	2	"p[10,6]"	0.0719669909261458
"1712"	2	2	"p[10,6]"	0.067971268909492
"1713"	3	2	"p[10,6]"	0.0244558290078613
"1714"	4	2	"p[10,6]"	0.0533696297289434
"1715"	5	2	"p[10,6]"	0.12418879795603
"1716"	6	2	"p[10,6]"	0.130439087679052
"1717"	7	2	"p[10,6]"	0.0185024271482399
"1718"	8	2	"p[10,6]"	0.0898139170310268
"1719"	9	2	"p[10,6]"	0.0520692481276935
"1720"	10	2	"p[10,6]"	0.0411542634822083
"1721"	1	2	"p[10,7]"	0.134549414353041
"1722"	2	2	"p[10,7]"	0.0702522868159507
"1723"	3	2	"p[10,7]"	0.10611221022911
"1724"	4	2	"p[10,7]"	0.0922473779830965
"1725"	5	2	"p[10,7]"	0.0687643311324725
"1726"	6	2	"p[10,7]"	0.162089924513157
"1727"	7	2	"p[10,7]"	0.138434357393787
"1728"	8	2	"p[10,7]"	0.0424863305997717
"1729"	9	2	"p[10,7]"	0.0807309912331837
"1730"	10	2	"p[10,7]"	0.0741729391615898
"1731"	1	2	"p[10,8]"	0.0662924143393495
"1732"	2	2	"p[10,8]"	0.111044205054861
"1733"	3	2	"p[10,8]"	0.0968197890525322
"1734"	4	2	"p[10,8]"	0.0403522508528502
"1735"	5	2	"p[10,8]"	0.184411783382278
"1736"	6	2	"p[10,8]"	0.0811400753925366
"1737"	7	2	"p[10,8]"	0.0694741375305528
"1738"	8	2	"p[10,8]"	0.1175506538409
"1739"	9	2	"p[10,8]"	0.0333507060027923
"1740"	10	2	"p[10,8]"	0.0277434199851593
"1741"	1	2	"p[10,9]"	0.0480725731070919
"1742"	2	2	"p[10,9]"	0.0675100160444114
"1743"	3	2	"p[10,9]"	0.129132234775162
"1744"	4	2	"p[10,9]"	0.0357979433923607
"1745"	5	2	"p[10,9]"	0.0234975800825609
"1746"	6	2	"p[10,9]"	0.0776320602381788
"1747"	7	2	"p[10,9]"	0.0476802713597428
"1748"	8	2	"p[10,9]"	0.0551266129472961
"1749"	9	2	"p[10,9]"	0.0540786868229475
"1750"	10	2	"p[10,9]"	0.0955885461591234
"1751"	1	2	"p[10,10]"	0.100540783995044
"1752"	2	2	"p[10,10]"	0.0296809783391047
"1753"	3	2	"p[10,10]"	0.127309701540629
"1754"	4	2	"p[10,10]"	0.0895431168814728
"1755"	5	2	"p[10,10]"	0.0679465240276206
"1756"	6	2	"p[10,10]"	0.104331490902298
"1757"	7	2	"p[10,10]"	0.0325795868141033
"1758"	8	2	"p[10,10]"	0.0954465382006048
"1759"	9	2	"p[10,10]"	0.0695102308764718
"1760"	10	2	"p[10,10]"	0.0797074402383622
"1761"	1	2	"p[10,11]"	0.0411018334729024
"1762"	2	2	"p[10,11]"	0.0389441951458616
"1763"	3	2	"p[10,11]"	0.0369625545875341
"1764"	4	2	"p[10,11]"	0.0530595592098181
"1765"	5	2	"p[10,11]"	0.0906948870022462
"1766"	6	2	"p[10,11]"	0.0619215220608794
"1767"	7	2	"p[10,11]"	0.0520334390912059
"1768"	8	2	"p[10,11]"	0.0162327437888487
"1769"	9	2	"p[10,11]"	0.0245887864298239
"1770"	10	2	"p[10,11]"	0.0120206387646669
"1771"	1	2	"p[10,12]"	0.104620499810086
"1772"	2	2	"p[10,12]"	0.0206178798146781
"1773"	3	2	"p[10,12]"	0.0475241362687025
"1774"	4	2	"p[10,12]"	0.0286791051654787
"1775"	5	2	"p[10,12]"	0.0516846201180715
"1776"	6	2	"p[10,12]"	0.0974133455663509
