"Iteration"	"Chain"	"Parameter"	"value"
"73"	3	2	"etaP1[7]"	-2.517591656707
"74"	4	2	"etaP1[7]"	-2.46664370362655
"75"	5	2	"etaP1[7]"	-2.76793803302233
"76"	6	2	"etaP1[7]"	-2.55661683733481
"77"	7	2	"etaP1[7]"	-2.67591833794363
"78"	8	2	"etaP1[7]"	-2.69661018332913
"79"	9	2	"etaP1[7]"	-2.44861783216031
"80"	10	2	"etaP1[7]"	-2.76025820239414
"81"	1	2	"etaP1[8]"	-2.76769945873977
"82"	2	2	"etaP1[8]"	-2.58645595765819
"83"	3	2	"etaP1[8]"	-2.60397888018968
"84"	4	2	"etaP1[8]"	-2.63200515981206
"85"	5	2	"etaP1[8]"	-2.78262599349037
"86"	6	2	"etaP1[8]"	-2.27311350098961
"87"	7	2	"etaP1[8]"	-2.50882066558806
"88"	8	2	"etaP1[8]"	-2.54300110163187
"89"	9	2	"etaP1[8]"	-2.78985054054737
"90"	10	2	"etaP1[8]"	-2.76599751068074
"91"	1	2	"etaP1[9]"	-2.64702796675417
"92"	2	2	"etaP1[9]"	-2.47983917952689
"93"	3	2	"etaP1[9]"	-2.45940740181041
"94"	4	2	"etaP1[9]"	-2.50462953226619
"95"	5	2	"etaP1[9]"	-2.76132554171283
"96"	6	2	"etaP1[9]"	-2.68017464013339
"97"	7	2	"etaP1[9]"	-2.49214637322633
"98"	8	2	"etaP1[9]"	-2.5416315179963
"99"	9	2	"etaP1[9]"	-2.56114276313048
"100"	10	2	"etaP1[9]"	-2.68254248131753
"101"	1	2	"etaP1[10]"	-2.54691056396029
"102"	2	2	"etaP1[10]"	-2.71104106787269
"103"	3	2	"etaP1[10]"	-2.56932594190426
"104"	4	2	"etaP1[10]"	-2.69630325327805
"105"	5	2	"etaP1[10]"	-2.40456315638918
"106"	6	2	"etaP1[10]"	-2.47765323456861
"107"	7	2	"etaP1[10]"	-2.64888014891601
"108"	8	2	"etaP1[10]"	-2.76319449859747
"109"	9	2	"etaP1[10]"	-2.7036893688306
"110"	10	2	"etaP1[10]"	-2.77417805819455
"111"	1	2	"etaP1[11]"	-2.71088036632034
"112"	2	2	"etaP1[11]"	-2.66554885372303
"113"	3	2	"etaP1[11]"	-2.56638587662579
"114"	4	2	"etaP1[11]"	-2.82819203420844
"115"	5	2	"etaP1[11]"	-2.81543155077601
"116"	6	2	"etaP1[11]"	-2.8128543674941
"117"	7	2	"etaP1[11]"	-2.9964954654841
"118"	8	2	"etaP1[11]"	-2.66620314132409
"119"	9	2	"etaP1[11]"	-2.51780123425983
"120"	10	2	"etaP1[11]"	-2.6322506899258
"121"	1	2	"etaP1[12]"	-2.7425780397044
"122"	2	2	"etaP1[12]"	-2.6411990394135
"123"	3	2	"etaP1[12]"	-2.66738250486824
"124"	4	2	"etaP1[12]"	-2.99257793039903
"125"	5	2	"etaP1[12]"	-2.88794250967623
"126"	6	2	"etaP1[12]"	-3.1166815041946
"127"	7	2	"etaP1[12]"	-3.2164165925158
"128"	8	2	"etaP1[12]"	-2.68939873333972
"129"	9	2	"etaP1[12]"	-2.84409511515458
"130"	10	2	"etaP1[12]"	-3.07866931590962
"131"	1	2	"etaP1[13]"	-2.70319694278744
"132"	2	2	"etaP1[13]"	-2.5995728275626
"133"	3	2	"etaP1[13]"	-2.74899063309168
"134"	4	2	"etaP1[13]"	-2.78654237586711
"135"	5	2	"etaP1[13]"	-2.46317810717413
"136"	6	2	"etaP1[13]"	-2.57918104312426
"137"	7	2	"etaP1[13]"	-3.03677143208985
"138"	8	2	"etaP1[13]"	-2.72405313392075
"139"	9	2	"etaP1[13]"	-2.7954208640085
"140"	10	2	"etaP1[13]"	-3.20275464268667
"141"	1	2	"etaP1[14]"	-2.6602814214119
"142"	2	2	"etaP1[14]"	-2.57491338831703
"143"	3	2	"etaP1[14]"	-2.60603616183661
"144"	4	2	"etaP1[14]"	-2.77964632779945
"145"	5	2	"etaP1[14]"	-2.76311369216899
"146"	6	2	"etaP1[14]"	-2.59020269660006
"147"	7	2	"etaP1[14]"	-2.81440464898887
"148"	8	2	"etaP1[14]"	-2.60470754760206
"149"	9	2	"etaP1[14]"	-2.5890467561407
"150"	10	2	"etaP1[14]"	-2.50674089913892
"151"	1	2	"etaP1[15]"	-2.65534035832063
"152"	2	2	"etaP1[15]"	-2.60369578606225
"153"	3	2	"etaP1[15]"	-2.8218594492859
"154"	4	2	"etaP1[15]"	-2.70339986552539
"155"	5	2	"etaP1[15]"	-2.86853129711535
"156"	6	2	"etaP1[15]"	-2.52967540286941
"157"	7	2	"etaP1[15]"	-2.87183661163588
"158"	8	2	"etaP1[15]"	-2.60843841158514
"159"	9	2	"etaP1[15]"	-2.89479706716275
"160"	10	2	"etaP1[15]"	-3.06861628283243
"161"	1	2	"etaP1[16]"	-2.35756130382082
"162"	2	2	"etaP1[16]"	-2.59515793967253
"163"	3	2	"etaP1[16]"	-2.63619627327884
"164"	4	2	"etaP1[16]"	-2.76555627927719
"165"	5	2	"etaP1[16]"	-2.74388297636871
"166"	6	2	"etaP1[16]"	-2.54524087199349
"167"	7	2	"etaP1[16]"	-2.72129443787091
"168"	8	2	"etaP1[16]"	-2.75383121441562
"169"	9	2	"etaP1[16]"	-2.61567177079321
"170"	10	2	"etaP1[16]"	-2.72799496721308
"171"	1	2	"etaP1[17]"	-2.47322580286553
"172"	2	2	"etaP1[17]"	-2.61647934801862
"173"	3	2	"etaP1[17]"	-2.49592458906671
"174"	4	2	"etaP1[17]"	-2.54854348012386
"175"	5	2	"etaP1[17]"	-2.69256818802008
"176"	6	2	"etaP1[17]"	-2.71669713272215
"177"	7	2	"etaP1[17]"	-2.63204368869865
"178"	8	2	"etaP1[17]"	-2.74324327314914
"179"	9	2	"etaP1[17]"	-2.283389523797
"180"	10	2	"etaP1[17]"	-2.76651332842626
"181"	1	2	"etaP1[18]"	-2.5876604773297
"182"	2	2	"etaP1[18]"	-2.60295735945759
"183"	3	2	"etaP1[18]"	-2.49812260436216
"184"	4	2	"etaP1[18]"	-2.67662268552485
"185"	5	2	"etaP1[18]"	-2.76183672059425
"186"	6	2	"etaP1[18]"	-2.55491255477964
"187"	7	2	"etaP1[18]"	-2.67825567100786
"188"	8	2	"etaP1[18]"	-2.6994193258851
"189"	9	2	"etaP1[18]"	-2.32627159516539
"190"	10	2	"etaP1[18]"	-2.86146859200399
"191"	1	2	"etaP1[19]"	-2.56903869698603
"192"	2	2	"etaP1[19]"	-2.65421349073509
"193"	3	2	"etaP1[19]"	-2.59209508162596
"194"	4	2	"etaP1[19]"	-2.55471356492686
"195"	5	2	"etaP1[19]"	-2.44663389512136
"196"	6	2	"etaP1[19]"	-2.75898736436148
"197"	7	2	"etaP1[19]"	-2.65671840393764
"198"	8	2	"etaP1[19]"	-2.69482432072109
"199"	9	2	"etaP1[19]"	-2.70759353277585
"200"	10	2	"etaP1[19]"	-2.67143225106684
"201"	1	2	"etaP1[20]"	-2.39542917714632
"202"	2	2	"etaP1[20]"	-2.60690576326764
"203"	3	2	"etaP1[20]"	-2.57887171424396
"204"	4	2	"etaP1[20]"	-2.60849410672177
"205"	5	2	"etaP1[20]"	-2.40630889260433
"206"	6	2	"etaP1[20]"	-2.57029698630681
"207"	7	2	"etaP1[20]"	-2.34266121129986
"208"	8	2	"etaP1[20]"	-2.68501163461897
"209"	9	2	"etaP1[20]"	-2.56605111536996
"210"	10	2	"etaP1[20]"	-2.48788409034051
"211"	1	2	"etaP1[21]"	-2.3176654798663
"212"	2	2	"etaP1[21]"	-2.42931321638098
"213"	3	2	"etaP1[21]"	-2.56250257654988
"214"	4	2	"etaP1[21]"	-2.75560757704401
"215"	5	2	"etaP1[21]"	-2.64287866444534
"216"	6	2	"etaP1[21]"	-2.76440562810792
"217"	7	2	"etaP1[21]"	-2.73879778044049
"218"	8	2	"etaP1[21]"	-2.6024766410265
"219"	9	2	"etaP1[21]"	-2.31526307360594
"220"	10	2	"etaP1[21]"	-2.51705411472515
"221"	1	2	"etaP1[22]"	-2.4776870772131
"222"	2	2	"etaP1[22]"	-2.69336357144298
"223"	3	2	"etaP1[22]"	-2.44230810641585
"224"	4	2	"etaP1[22]"	-2.48733513112181
"225"	5	2	"etaP1[22]"	-2.57949939434299
"226"	6	2	"etaP1[22]"	-2.38668183948742
"227"	7	2	"etaP1[22]"	-2.07307909392363
"228"	8	2	"etaP1[22]"	-2.70046530057291
"229"	9	2	"etaP1[22]"	-2.43251041494378
"230"	10	2	"etaP1[22]"	-2.42564090934366
"231"	1	2	"etaP1[23]"	-2.57185504374089
"232"	2	2	"etaP1[23]"	-2.55676816535812
"233"	3	2	"etaP1[23]"	-2.5700684750295
"234"	4	2	"etaP1[23]"	-2.54723381412593
"235"	5	2	"etaP1[23]"	-2.32369447040018
"236"	6	2	"etaP1[23]"	-2.54318542658901
"237"	7	2	"etaP1[23]"	-2.50553809965054
"238"	8	2	"etaP1[23]"	-2.57966323438359
"239"	9	2	"etaP1[23]"	-2.63347534058356
"240"	10	2	"etaP1[23]"	-2.6901178484536
"241"	1	2	"etaP1[24]"	-2.63136563430486
"242"	2	2	"etaP1[24]"	-2.52686581542591
"243"	3	2	"etaP1[24]"	-2.55968693632572
"244"	4	2	"etaP1[24]"	-2.66602934143522
"245"	5	2	"etaP1[24]"	-2.59990177310423
"246"	6	2	"etaP1[24]"	-2.87345639783804
"247"	7	2	"etaP1[24]"	-2.61995017858155
"248"	8	2	"etaP1[24]"	-2.73435756201558
"249"	9	2	"etaP1[24]"	-2.68718086560892
"250"	10	2	"etaP1[24]"	-2.87830897677208
"251"	1	2	"etaU1[1]"	4.12393123661823
"252"	2	2	"etaU1[1]"	4.36481700651094
"253"	3	2	"etaU1[1]"	4.33357959060025
"254"	4	2	"etaU1[1]"	4.52751521068887
"255"	5	2	"etaU1[1]"	4.31893303947422
"256"	6	2	"etaU1[1]"	4.41101514139338
"257"	7	2	"etaU1[1]"	4.05001704060445
"258"	8	2	"etaU1[1]"	3.04308484527
"259"	9	2	"etaU1[1]"	3.83654289777531
"260"	10	2	"etaU1[1]"	3.93168295385427
"261"	1	2	"etaU1[2]"	6.42660529792868
"262"	2	2	"etaU1[2]"	6.64630699192386
"263"	3	2	"etaU1[2]"	6.31576680279938
"264"	4	2	"etaU1[2]"	6.6085041420818
"265"	5	2	"etaU1[2]"	6.09597313589637
"266"	6	2	"etaU1[2]"	6.36507538840569
"267"	7	2	"etaU1[2]"	6.91561446810509
"268"	8	2	"etaU1[2]"	6.05799749385054
"269"	9	2	"etaU1[2]"	6.68784103468441
"270"	10	2	"etaU1[2]"	6.48891140230583
"271"	1	2	"etaU1[3]"	6.58805820316932
"272"	2	2	"etaU1[3]"	6.28251941384959
"273"	3	2	"etaU1[3]"	6.83289717167034
"274"	4	2	"etaU1[3]"	6.37278537098393
"275"	5	2	"etaU1[3]"	6.20062997103165
"276"	6	2	"etaU1[3]"	6.68662789852236
"277"	7	2	"etaU1[3]"	6.0798597025764
"278"	8	2	"etaU1[3]"	6.4710446896856
"279"	9	2	"etaU1[3]"	6.46549337365476
"280"	10	2	"etaU1[3]"	6.71007705303575
"281"	1	2	"etaU1[4]"	6.46834434221762
"282"	2	2	"etaU1[4]"	6.66407788480771
"283"	3	2	"etaU1[4]"	6.41584263400013
"284"	4	2	"etaU1[4]"	6.68278100399879
"285"	5	2	"etaU1[4]"	6.65436949332366
"286"	6	2	"etaU1[4]"	5.99441122351813
"287"	7	2	"etaU1[4]"	6.25077767433287
"288"	8	2	"etaU1[4]"	6.53188908940565
"289"	9	2	"etaU1[4]"	6.45283405764313
"290"	10	2	"etaU1[4]"	6.5611197188819
"291"	1	2	"etaU1[5]"	6.08870320662865
"292"	2	2	"etaU1[5]"	6.55089144268634
"293"	3	2	"etaU1[5]"	5.99371797829841
"294"	4	2	"etaU1[5]"	6.60094997690216
"295"	5	2	"etaU1[5]"	6.68465423164382
"296"	6	2	"etaU1[5]"	6.37387629939501
"297"	7	2	"etaU1[5]"	6.4178143469857
"298"	8	2	"etaU1[5]"	6.75488024021234
"299"	9	2	"etaU1[5]"	6.54886751818888
"300"	10	2	"etaU1[5]"	6.08317825047476
"301"	1	2	"etaU1[6]"	5.22251540674056
"302"	2	2	"etaU1[6]"	5.46532826288
"303"	3	2	"etaU1[6]"	5.62567273766944
"304"	4	2	"etaU1[6]"	6.68177745925672
"305"	5	2	"etaU1[6]"	5.99111290619606
"306"	6	2	"etaU1[6]"	5.74369898806683
"307"	7	2	"etaU1[6]"	6.70511987543602
"308"	8	2	"etaU1[6]"	6.43102996200209
"309"	9	2	"etaU1[6]"	6.16691405791222
"310"	10	2	"etaU1[6]"	5.5626611797239
"311"	1	2	"etaU1[7]"	4.97149183353616
"312"	2	2	"etaU1[7]"	4.39149287594439
"313"	3	2	"etaU1[7]"	4.54785469025353
"314"	4	2	"etaU1[7]"	4.74571750209884
"315"	5	2	"etaU1[7]"	5.0760779222664
"316"	6	2	"etaU1[7]"	4.84274148287447
"317"	7	2	"etaU1[7]"	3.47464026194119
"318"	8	2	"etaU1[7]"	4.33693090795634
"319"	9	2	"etaU1[7]"	3.92535185618789
"320"	10	2	"etaU1[7]"	5.27784180864718
"321"	1	2	"etaU1[8]"	4.84486368369394
"322"	2	2	"etaU1[8]"	4.92078700860425
"323"	3	2	"etaU1[8]"	4.33941608011871
"324"	4	2	"etaU1[8]"	5.19993171179892
"325"	5	2	"etaU1[8]"	4.30371498717248
"326"	6	2	"etaU1[8]"	4.59045708366077
"327"	7	2	"etaU1[8]"	4.60883531785035
"328"	8	2	"etaU1[8]"	4.95316842299877
"329"	9	2	"etaU1[8]"	4.48830213697592
"330"	10	2	"etaU1[8]"	5.92894543924545
"331"	1	2	"etaU1[9]"	5.1586442848687
"332"	2	2	"etaU1[9]"	5.04965020126408
"333"	3	2	"etaU1[9]"	4.80113229883633
"334"	4	2	"etaU1[9]"	4.96343897425476
"335"	5	2	"etaU1[9]"	5.85966210031614
"336"	6	2	"etaU1[9]"	4.88680407699812
"337"	7	2	"etaU1[9]"	4.6787581616881
"338"	8	2	"etaU1[9]"	4.57011625661049
"339"	9	2	"etaU1[9]"	4.97757607516916
"340"	10	2	"etaU1[9]"	4.3281668381251
"341"	1	2	"etaU1[10]"	4.1644171475757
"342"	2	2	"etaU1[10]"	3.94272191385033
"343"	3	2	"etaU1[10]"	3.97654337155103
"344"	4	2	"etaU1[10]"	4.4361263712599
"345"	5	2	"etaU1[10]"	4.09332945530094
"346"	6	2	"etaU1[10]"	4.19620323107651
"347"	7	2	"etaU1[10]"	4.37680763218366
"348"	8	2	"etaU1[10]"	3.56237294864951
"349"	9	2	"etaU1[10]"	4.65523638974412
"350"	10	2	"etaU1[10]"	4.38652512819702
"351"	1	2	"etaU1[11]"	3.43818043838027
"352"	2	2	"etaU1[11]"	3.04329135514525
"353"	3	2	"etaU1[11]"	3.76448637433974
"354"	4	2	"etaU1[11]"	3.14323239924653
"355"	5	2	"etaU1[11]"	3.82666372638382
"356"	6	2	"etaU1[11]"	4.21350346060311
"357"	7	2	"etaU1[11]"	2.61919703902847
"358"	8	2	"etaU1[11]"	3.15588506019981
"359"	9	2	"etaU1[11]"	2.989999290437
"360"	10	2	"etaU1[11]"	3.61375063495446
"361"	1	2	"etaU1[12]"	10.0229258576364
"362"	2	2	"etaU1[12]"	9.78304928079426
"363"	3	2	"etaU1[12]"	10.05626346676
"364"	4	2	"etaU1[12]"	9.40895454882531
"365"	5	2	"etaU1[12]"	9.3797257087374
"366"	6	2	"etaU1[12]"	8.97265242150629
"367"	7	2	"etaU1[12]"	9.82266276845691
"368"	8	2	"etaU1[12]"	10.415637306773
"369"	9	2	"etaU1[12]"	10.2959589179775
"370"	10	2	"etaU1[12]"	9.95138923208308
"371"	1	2	"etaU1[13]"	10.6341755828037
"372"	2	2	"etaU1[13]"	10.0719857260433
"373"	3	2	"etaU1[13]"	10.3104286437763
"374"	4	2	"etaU1[13]"	10.0002938142494
"375"	5	2	"etaU1[13]"	10.46324996549
"376"	6	2	"etaU1[13]"	10.6768131735016
"377"	7	2	"etaU1[13]"	10.6214216174271
"378"	8	2	"etaU1[13]"	10.164118891893
"379"	9	2	"etaU1[13]"	10.5684170144206
"380"	10	2	"etaU1[13]"	10.3507037203247
"381"	1	2	"etaU1[14]"	10.3525605855049
"382"	2	2	"etaU1[14]"	10.279561843423
"383"	3	2	"etaU1[14]"	9.23137648461983
"384"	4	2	"etaU1[14]"	10.5178875183333
"385"	5	2	"etaU1[14]"	9.54829591448368
"386"	6	2	"etaU1[14]"	9.57346773949426
"387"	7	2	"etaU1[14]"	9.61222217419694
"388"	8	2	"etaU1[14]"	10.012035730252
"389"	9	2	"etaU1[14]"	9.40219261230257
"390"	10	2	"etaU1[14]"	9.7203477967301
"391"	1	2	"etaU1[15]"	9.3875107235138
"392"	2	2	"etaU1[15]"	9.96565579401601
"393"	3	2	"etaU1[15]"	9.47289766426895
"394"	4	2	"etaU1[15]"	9.00452260572964
"395"	5	2	"etaU1[15]"	9.2327163789894
"396"	6	2	"etaU1[15]"	9.06327567435017
"397"	7	2	"etaU1[15]"	9.1974599331633
"398"	8	2	"etaU1[15]"	9.23655647694779
"399"	9	2	"etaU1[15]"	9.46793163406929
"400"	10	2	"etaU1[15]"	9.27985762043022
"401"	1	2	"etaU1[16]"	9.03643306070243
"402"	2	2	"etaU1[16]"	8.84853291553834
"403"	3	2	"etaU1[16]"	9.29688948059669
"404"	4	2	"etaU1[16]"	9.12647096825361
"405"	5	2	"etaU1[16]"	8.61040605466855
"406"	6	2	"etaU1[16]"	9.73380304663837
"407"	7	2	"etaU1[16]"	8.35642955865212
"408"	8	2	"etaU1[16]"	8.85514802986256
"409"	9	2	"etaU1[16]"	9.01987572862201
"410"	10	2	"etaU1[16]"	9.26719128745718
"411"	1	2	"etaU1[17]"	9.15715395044379
"412"	2	2	"etaU1[17]"	8.7136777699246
"413"	3	2	"etaU1[17]"	8.83024724161119
"414"	4	2	"etaU1[17]"	8.41156899353452
"415"	5	2	"etaU1[17]"	8.74386008729632
"416"	6	2	"etaU1[17]"	8.69540825499921
"417"	7	2	"etaU1[17]"	9.31972668598387
"418"	8	2	"etaU1[17]"	8.6007234929877
"419"	9	2	"etaU1[17]"	9.37089613069022
"420"	10	2	"etaU1[17]"	8.4312889872822
"421"	1	2	"etaU1[18]"	9.14850338517113
"422"	2	2	"etaU1[18]"	9.19807282518776
"423"	3	2	"etaU1[18]"	9.2008968497196
"424"	4	2	"etaU1[18]"	9.47012681412662
"425"	5	2	"etaU1[18]"	8.85082075027001
"426"	6	2	"etaU1[18]"	9.05787260582064
"427"	7	2	"etaU1[18]"	8.68500601828293
"428"	8	2	"etaU1[18]"	8.81767674991769
"429"	9	2	"etaU1[18]"	8.52445756982707
"430"	10	2	"etaU1[18]"	8.90153884617431
"431"	1	2	"etaU1[19]"	8.7393625669303
"432"	2	2	"etaU1[19]"	9.31680935816165
"433"	3	2	"etaU1[19]"	9.51961873486937
"434"	4	2	"etaU1[19]"	9.59649108132248
"435"	5	2	"etaU1[19]"	8.83556939150534
"436"	6	2	"etaU1[19]"	9.31531636482364
"437"	7	2	"etaU1[19]"	9.05918840859361
"438"	8	2	"etaU1[19]"	9.50472698468861
"439"	9	2	"etaU1[19]"	9.02335635912475
"440"	10	2	"etaU1[19]"	9.31277588746643
"441"	1	2	"etaU1[20]"	9.87670524268693
"442"	2	2	"etaU1[20]"	8.86605299560568
"443"	3	2	"etaU1[20]"	9.15932127772039
"444"	4	2	"etaU1[20]"	9.72072335486032
"445"	5	2	"etaU1[20]"	9.59156588663673
"446"	6	2	"etaU1[20]"	9.1040866040078
"447"	7	2	"etaU1[20]"	9.37512621634754
"448"	8	2	"etaU1[20]"	9.49657694652917
"449"	9	2	"etaU1[20]"	9.30133709692348
"450"	10	2	"etaU1[20]"	9.61887781759118
"451"	1	2	"etaU1[21]"	8.64249931960181
"452"	2	2	"etaU1[21]"	8.74863136580422
"453"	3	2	"etaU1[21]"	8.96243158014054
"454"	4	2	"etaU1[21]"	9.14025626214808
"455"	5	2	"etaU1[21]"	9.30688372010802
"456"	6	2	"etaU1[21]"	9.27925833872917
"457"	7	2	"etaU1[21]"	8.77078067966838
"458"	8	2	"etaU1[21]"	9.06522824292432
"459"	9	2	"etaU1[21]"	8.70558523802442
"460"	10	2	"etaU1[21]"	9.21779993062387
"461"	1	2	"etaU1[22]"	8.71463887536391
"462"	2	2	"etaU1[22]"	8.79114683561826
"463"	3	2	"etaU1[22]"	8.18457443883644
"464"	4	2	"etaU1[22]"	8.39293928283772
"465"	5	2	"etaU1[22]"	8.41007724876382
"466"	6	2	"etaU1[22]"	8.22327320476287
"467"	7	2	"etaU1[22]"	8.19756264075973
"468"	8	2	"etaU1[22]"	8.66827230965133
"469"	9	2	"etaU1[22]"	8.93012730882334
"470"	10	2	"etaU1[22]"	9.09329574273462
"471"	1	2	"etaU1[23]"	7.90639586887595
"472"	2	2	"etaU1[23]"	7.79422084504197
"473"	3	2	"etaU1[23]"	8.4556112516824
"474"	4	2	"etaU1[23]"	8.51274405778713
"475"	5	2	"etaU1[23]"	7.65846013883811
"476"	6	2	"etaU1[23]"	8.08871824025178
"477"	7	2	"etaU1[23]"	8.1220548016132
"478"	8	2	"etaU1[23]"	8.20701637182006
"479"	9	2	"etaU1[23]"	8.10872415865397
"480"	10	2	"etaU1[23]"	8.2276965009284
"481"	1	2	"etaU1[24]"	6.50628218429887
"482"	2	2	"etaU1[24]"	6.04390456956677
"483"	3	2	"etaU1[24]"	5.99039577176092
"484"	4	2	"etaU1[24]"	6.77279274365591
"485"	5	2	"etaU1[24]"	5.79344787515244
"486"	6	2	"etaU1[24]"	7.35499472009105
"487"	7	2	"etaU1[24]"	6.47488379467931
"488"	8	2	"etaU1[24]"	6.14352605421257
"489"	9	2	"etaU1[24]"	6.53316078631142
"490"	10	2	"etaU1[24]"	6.57892421278733
"491"	1	2	"p[1,1]"	0.0877025503408337
"492"	2	2	"p[1,1]"	0.151532430808189
"493"	3	2	"p[1,1]"	0.0729567897141078
"494"	4	2	"p[1,1]"	0.0204519028229208
"495"	5	2	"p[1,1]"	0.0526973757802654
"496"	6	2	"p[1,1]"	0.0427866648449611
"497"	7	2	"p[1,1]"	0.164480402984887
"498"	8	2	"p[1,1]"	0.0501406869204449
"499"	9	2	"p[1,1]"	0.115870738648934
"500"	10	2	"p[1,1]"	0.0906102023222198
"501"	1	2	"p[1,2]"	0.0770847612569138
"502"	2	2	"p[1,2]"	0.135459509909618
"503"	3	2	"p[1,2]"	0.135970173666877
"504"	4	2	"p[1,2]"	0.0959895205623358
"505"	5	2	"p[1,2]"	0.055229966972138
"506"	6	2	"p[1,2]"	0.058072186667486
"507"	7	2	"p[1,2]"	0.116327179963458
"508"	8	2	"p[1,2]"	0.186896210886817
"509"	9	2	"p[1,2]"	0.142428835930026
"510"	10	2	"p[1,2]"	0.200605874859185
"511"	1	2	"p[1,3]"	0.0636586873704062
"512"	2	2	"p[1,3]"	0.0257162143676676
"513"	3	2	"p[1,3]"	0.0499245100220792
"514"	4	2	"p[1,3]"	0.110385442284173
"515"	5	2	"p[1,3]"	0.0475837257004245
"516"	6	2	"p[1,3]"	0.0692800425315171
"517"	7	2	"p[1,3]"	0.02594192073184
"518"	8	2	"p[1,3]"	0.0512212932760502
"519"	9	2	"p[1,3]"	0.0737559024107978
"520"	10	2	"p[1,3]"	0.0413773762362199
"521"	1	2	"p[1,4]"	0.107772615678638
"522"	2	2	"p[1,4]"	0.119855062685572
"523"	3	2	"p[1,4]"	0.0911101475777873
"524"	4	2	"p[1,4]"	0.0496479986760261
"525"	5	2	"p[1,4]"	0.0682631100842498
"526"	6	2	"p[1,4]"	0.0821117345325832
"527"	7	2	"p[1,4]"	0.0717619980413968
"528"	8	2	"p[1,4]"	0.0518165249199251
"529"	9	2	"p[1,4]"	0.059744302753437
