"Iteration"	"Chain"	"Parameter"	"value"
"1196"	6	3	"p[6,6]"	0.135036661318496
"1197"	7	3	"p[6,6]"	0.0973363529011551
"1198"	8	3	"p[6,6]"	0.0428036188493144
"1199"	9	3	"p[6,6]"	0.0590965594491822
"1200"	10	3	"p[6,6]"	0.0296565000141848
"1201"	1	3	"p[6,7]"	0.0423829149943665
"1202"	2	3	"p[6,7]"	0.0709594147715842
"1203"	3	3	"p[6,7]"	0.0509212832416743
"1204"	4	3	"p[6,7]"	0.126676417378875
"1205"	5	3	"p[6,7]"	0.083590912470699
"1206"	6	3	"p[6,7]"	0.083539532434565
"1207"	7	3	"p[6,7]"	0.0574783316775241
"1208"	8	3	"p[6,7]"	0.0722983967535328
"1209"	9	3	"p[6,7]"	0.0861769451169451
"1210"	10	3	"p[6,7]"	0.056536246860096
"1211"	1	3	"p[6,8]"	0.0962460817900407
"1212"	2	3	"p[6,8]"	0.0249173656705627
"1213"	3	3	"p[6,8]"	0.014135440375967
"1214"	4	3	"p[6,8]"	0.0538876090539469
"1215"	5	3	"p[6,8]"	0.0472397332283089
"1216"	6	3	"p[6,8]"	0.054415866366904
"1217"	7	3	"p[6,8]"	0.0384187006795951
"1218"	8	3	"p[6,8]"	0.0416522194778111
"1219"	9	3	"p[6,8]"	0.055909232778002
"1220"	10	3	"p[6,8]"	0.0890350534602904
"1221"	1	3	"p[6,9]"	0.135604103725789
"1222"	2	3	"p[6,9]"	0.0437569675901478
"1223"	3	3	"p[6,9]"	0.0981382297158104
"1224"	4	3	"p[6,9]"	0.0874320341967631
"1225"	5	3	"p[6,9]"	0.0908677645465043
"1226"	6	3	"p[6,9]"	0.0915239452926127
"1227"	7	3	"p[6,9]"	0.0957985260086484
"1228"	8	3	"p[6,9]"	0.0344823900848294
"1229"	9	3	"p[6,9]"	0.120294124713051
"1230"	10	3	"p[6,9]"	0.062242825487448
"1231"	1	3	"p[6,10]"	0.0486963457867585
"1232"	2	3	"p[6,10]"	0.0370602173441853
"1233"	3	3	"p[6,10]"	0.0274180033287999
"1234"	4	3	"p[6,10]"	0.0259335943140901
"1235"	5	3	"p[6,10]"	0.0536011570922149
"1236"	6	3	"p[6,10]"	0.0604755712062493
"1237"	7	3	"p[6,10]"	0.0956557405310094
"1238"	8	3	"p[6,10]"	0.0607561157126177
"1239"	9	3	"p[6,10]"	0.0328173434676675
"1240"	10	3	"p[6,10]"	0.025310926304202
"1241"	1	3	"p[6,11]"	0.0432747263204968
"1242"	2	3	"p[6,11]"	0.110318442973337
"1243"	3	3	"p[6,11]"	0.0587890549469888
"1244"	4	3	"p[6,11]"	0.0742777412945435
"1245"	5	3	"p[6,11]"	0.10073126131649
"1246"	6	3	"p[6,11]"	0.0498732625832057
"1247"	7	3	"p[6,11]"	0.0680326857146454
"1248"	8	3	"p[6,11]"	0.187919447016379
"1249"	9	3	"p[6,11]"	0.0617363900049376
"1250"	10	3	"p[6,11]"	0.0198537367640168
"1251"	1	3	"p[6,12]"	0.0868285759887095
"1252"	2	3	"p[6,12]"	0.109250006823458
"1253"	3	3	"p[6,12]"	0.0758077010367705
"1254"	4	3	"p[6,12]"	0.0543137953996614
"1255"	5	3	"p[6,12]"	0.0777456156354615
"1256"	6	3	"p[6,12]"	0.0185286616518334
"1257"	7	3	"p[6,12]"	0.0224582097847909
"1258"	8	3	"p[6,12]"	0.0235088068058006
"1259"	9	3	"p[6,12]"	0.0590962162736668
"1260"	10	3	"p[6,12]"	0.0445660443343322
"1261"	1	3	"p[6,13]"	0.10762997670543
"1262"	2	3	"p[6,13]"	0.0846780148240552
"1263"	3	3	"p[6,13]"	0.0579603381226574
"1264"	4	3	"p[6,13]"	0.0774963870886307
"1265"	5	3	"p[6,13]"	0.152436651705296
"1266"	6	3	"p[6,13]"	0.111151224351718
"1267"	7	3	"p[6,13]"	0.0907664525910484
"1268"	8	3	"p[6,13]"	0.110176890135538
"1269"	9	3	"p[6,13]"	0.0445514812490099
"1270"	10	3	"p[6,13]"	0.0690150979460836
"1271"	1	3	"p[7,1]"	0.065952466168909
"1272"	2	3	"p[7,1]"	0.165538337867659
"1273"	3	3	"p[7,1]"	0.0680188885661765
"1274"	4	3	"p[7,1]"	0.0253836483963292
"1275"	5	3	"p[7,1]"	0.116955901910416
"1276"	6	3	"p[7,1]"	0.113122783350734
"1277"	7	3	"p[7,1]"	0.170404323306113
"1278"	8	3	"p[7,1]"	0.0652099282509039
"1279"	9	3	"p[7,1]"	0.127045669883225
"1280"	10	3	"p[7,1]"	0.077568010070294
"1281"	1	3	"p[7,2]"	0.0873797256048797
"1282"	2	3	"p[7,2]"	0.162084492049343
"1283"	3	3	"p[7,2]"	0.15544101882532
"1284"	4	3	"p[7,2]"	0.0636428738796673
"1285"	5	3	"p[7,2]"	0.108120832445689
"1286"	6	3	"p[7,2]"	0.0639080673683205
"1287"	7	3	"p[7,2]"	0.22010434840639
"1288"	8	3	"p[7,2]"	0.110495564632398
"1289"	9	3	"p[7,2]"	0.164955825400852
"1290"	10	3	"p[7,2]"	0.192891443345718
"1291"	1	3	"p[7,3]"	0.0445293905729075
"1292"	2	3	"p[7,3]"	0.105908250297695
"1293"	3	3	"p[7,3]"	0.0295609599436568
"1294"	4	3	"p[7,3]"	0.0516662620995557
"1295"	5	3	"p[7,3]"	0.0400537276685279
"1296"	6	3	"p[7,3]"	0.112567141925825
"1297"	7	3	"p[7,3]"	0.044205873268805
"1298"	8	3	"p[7,3]"	0.108125549246515
"1299"	9	3	"p[7,3]"	0.0581626643951168
"1300"	10	3	"p[7,3]"	0.0786139933000704
"1301"	1	3	"p[7,4]"	0.102268402228778
"1302"	2	3	"p[7,4]"	0.06428629272459
"1303"	3	3	"p[7,4]"	0.0507914254693945
"1304"	4	3	"p[7,4]"	0.0826271427539083
"1305"	5	3	"p[7,4]"	0.0544720861470255
"1306"	6	3	"p[7,4]"	0.0693056888871824
"1307"	7	3	"p[7,4]"	0.0907577780827285
"1308"	8	3	"p[7,4]"	0.0755308343731762
"1309"	9	3	"p[7,4]"	0.0927959161220892
"1310"	10	3	"p[7,4]"	0.0586583946499449
"1311"	1	3	"p[7,5]"	0.0548480447215088
"1312"	2	3	"p[7,5]"	0.0711163540991765
"1313"	3	3	"p[7,5]"	0.0606167103699572
"1314"	4	3	"p[7,5]"	0.0450175699435048
"1315"	5	3	"p[7,5]"	0.114214387776642
"1316"	6	3	"p[7,5]"	0.0791065567318937
"1317"	7	3	"p[7,5]"	0.0442481041880876
"1318"	8	3	"p[7,5]"	0.0738456583160334
"1319"	9	3	"p[7,5]"	0.067227175408052
"1320"	10	3	"p[7,5]"	0.03845732116211
"1321"	1	3	"p[7,6]"	0.0852861986524744
"1322"	2	3	"p[7,6]"	0.117476839428883
"1323"	3	3	"p[7,6]"	0.068877801650414
"1324"	4	3	"p[7,6]"	0.10497041560802
"1325"	5	3	"p[7,6]"	0.113331364412916
"1326"	6	3	"p[7,6]"	0.101477549485139
"1327"	7	3	"p[7,6]"	0.115480118860158
"1328"	8	3	"p[7,6]"	0.118687411060713
"1329"	9	3	"p[7,6]"	0.153439877889505
"1330"	10	3	"p[7,6]"	0.090841066518575
"1331"	1	3	"p[7,7]"	0.0612741122668823
"1332"	2	3	"p[7,7]"	0.0749385957084986
"1333"	3	3	"p[7,7]"	0.106400031736418
"1334"	4	3	"p[7,7]"	0.0828819278688064
"1335"	5	3	"p[7,7]"	0.00961932906555355
"1336"	6	3	"p[7,7]"	0.0866525280074924
"1337"	7	3	"p[7,7]"	0.155517482349438
"1338"	8	3	"p[7,7]"	0.0275797441853709
"1339"	9	3	"p[7,7]"	0.0643306116733164
"1340"	10	3	"p[7,7]"	0.0948536597323912
"1341"	1	3	"p[7,8]"	0.0204910219746193
"1342"	2	3	"p[7,8]"	0.0358338150026147
"1343"	3	3	"p[7,8]"	0.0835823913363862
"1344"	4	3	"p[7,8]"	0.0917456112448928
"1345"	5	3	"p[7,8]"	0.0633131202851187
"1346"	6	3	"p[7,8]"	0.0406332520789008
"1347"	7	3	"p[7,8]"	0.110244713590226
"1348"	8	3	"p[7,8]"	0.0328310965808362
"1349"	9	3	"p[7,8]"	0.100848343960568
"1350"	10	3	"p[7,8]"	0.0897969011357343
"1351"	1	3	"p[7,9]"	0.054748077909013
"1352"	2	3	"p[7,9]"	0.0553970018140205
"1353"	3	3	"p[7,9]"	0.0839204057263793
"1354"	4	3	"p[7,9]"	0.0682108837682797
"1355"	5	3	"p[7,9]"	0.0569938494156526
"1356"	6	3	"p[7,9]"	0.0230879351583346
"1357"	7	3	"p[7,9]"	0.0537724042050564
"1358"	8	3	"p[7,9]"	0.0470811725463186
"1359"	9	3	"p[7,9]"	0.0472455770342216
"1360"	10	3	"p[7,9]"	0.0549193161063724
"1361"	1	3	"p[7,10]"	0.0599690044120938
"1362"	2	3	"p[7,10]"	0.0904183205658756
"1363"	3	3	"p[7,10]"	0.0417992130904223
"1364"	4	3	"p[7,10]"	0.039281006718293
"1365"	5	3	"p[7,10]"	0.0788080576834314
"1366"	6	3	"p[7,10]"	0.0421563194096093
"1367"	7	3	"p[7,10]"	0.129913119457985
"1368"	8	3	"p[7,10]"	0.0696646278709321
"1369"	9	3	"p[7,10]"	0.0472182438277053
"1370"	10	3	"p[7,10]"	0.149484725215807
"1371"	1	3	"p[7,11]"	0.0441385611060064
"1372"	2	3	"p[7,11]"	0.0975608213793303
"1373"	3	3	"p[7,11]"	0.118429502314281
"1374"	4	3	"p[7,11]"	0.11473929793564
"1375"	5	3	"p[7,11]"	0.127041042695863
"1376"	6	3	"p[7,11]"	0.0948137528897727
"1377"	7	3	"p[7,11]"	0.0830687703984737
"1378"	8	3	"p[7,11]"	0.0449377530979091
"1379"	9	3	"p[7,11]"	0.107323453493895
"1380"	10	3	"p[7,11]"	0.0454770991377848
"1381"	1	3	"p[7,12]"	0.025547910775462
"1382"	2	3	"p[7,12]"	0.0306611453735973
"1383"	3	3	"p[7,12]"	0.0332220908454085
"1384"	4	3	"p[7,12]"	0.0423896156591614
"1385"	5	3	"p[7,12]"	0.024192901253983
"1386"	6	3	"p[7,12]"	0.0774928045793345
"1387"	7	3	"p[7,12]"	0.0812827334101105
"1388"	8	3	"p[7,12]"	0.0167534508131601
"1389"	9	3	"p[7,12]"	0.0419437076847245
"1390"	10	3	"p[7,12]"	0.031200059237607
"1391"	1	3	"p[7,13]"	0.0412362511783294
"1392"	2	3	"p[7,13]"	0.11618761804109
"1393"	3	3	"p[7,13]"	0.0410186859526912
"1394"	4	3	"p[7,13]"	0.0348210453038563
"1395"	5	3	"p[7,13]"	0.077827596074768
"1396"	6	3	"p[7,13]"	0.0790928302887874
"1397"	7	3	"p[7,13]"	0.0826800342115801
"1398"	8	3	"p[7,13]"	0.0799965693948474
"1399"	9	3	"p[7,13]"	0.0237197708487075
"1400"	10	3	"p[7,13]"	0.0646257475625745
"1401"	1	3	"p[8,1]"	0.0654762945154903
"1402"	2	3	"p[8,1]"	0.0547832826433923
"1403"	3	3	"p[8,1]"	0.0443538141146839
"1404"	4	3	"p[8,1]"	0.0669422751122991
"1405"	5	3	"p[8,1]"	0.100847099950179
"1406"	6	3	"p[8,1]"	0.0244138942550724
"1407"	7	3	"p[8,1]"	0.0595725738985629
"1408"	8	3	"p[8,1]"	0.0760832515896176
"1409"	9	3	"p[8,1]"	0.0793475171113103
"1410"	10	3	"p[8,1]"	0.079616977271398
"1411"	1	3	"p[8,2]"	0.0723086122709286
"1412"	2	3	"p[8,2]"	0.0479867442285222
"1413"	3	3	"p[8,2]"	0.0386140121031007
"1414"	4	3	"p[8,2]"	0.0674497105752785
"1415"	5	3	"p[8,2]"	0.0305868842942754
"1416"	6	3	"p[8,2]"	0.0594981065850288
"1417"	7	3	"p[8,2]"	0.0541084149059203
"1418"	8	3	"p[8,2]"	0.0707687144476764
"1419"	9	3	"p[8,2]"	0.0247292411542976
"1420"	10	3	"p[8,2]"	0.0506891725866623
"1421"	1	3	"p[8,3]"	0.15108680323194
"1422"	2	3	"p[8,3]"	0.153225616796603
"1423"	3	3	"p[8,3]"	0.0756448004092304
"1424"	4	3	"p[8,3]"	0.0666093620104031
"1425"	5	3	"p[8,3]"	0.118146704817695
"1426"	6	3	"p[8,3]"	0.0722638263398121
"1427"	7	3	"p[8,3]"	0.0639604143740703
"1428"	8	3	"p[8,3]"	0.0898175540480093
"1429"	9	3	"p[8,3]"	0.066077341987596
"1430"	10	3	"p[8,3]"	0.0709686643907126
"1431"	1	3	"p[8,4]"	0.135447568654499
"1432"	2	3	"p[8,4]"	0.151336799631005
"1433"	3	3	"p[8,4]"	0.134773231650444
"1434"	4	3	"p[8,4]"	0.0967616653198141
"1435"	5	3	"p[8,4]"	0.120695468365201
"1436"	6	3	"p[8,4]"	0.086833377885271
"1437"	7	3	"p[8,4]"	0.118250100309258
"1438"	8	3	"p[8,4]"	0.110351010751142
"1439"	9	3	"p[8,4]"	0.0444872460764771
"1440"	10	3	"p[8,4]"	0.0658909020467002
"1441"	1	3	"p[8,5]"	0.0434142228141764
"1442"	2	3	"p[8,5]"	0.0184561400098772
"1443"	3	3	"p[8,5]"	0.0283365523665284
"1444"	4	3	"p[8,5]"	0.0682599152225684
"1445"	5	3	"p[8,5]"	0.0336478011406572
"1446"	6	3	"p[8,5]"	0.0608371323755385
"1447"	7	3	"p[8,5]"	0.0163307127294778
"1448"	8	3	"p[8,5]"	0.0315211358336858
"1449"	9	3	"p[8,5]"	0.0135667047397631
"1450"	10	3	"p[8,5]"	0.0644571969301754
"1451"	1	3	"p[8,6]"	0.0911139647643635
"1452"	2	3	"p[8,6]"	0.0779536776852808
"1453"	3	3	"p[8,6]"	0.0987638937106492
"1454"	4	3	"p[8,6]"	0.0666008592276161
"1455"	5	3	"p[8,6]"	0.0634343367183838
"1456"	6	3	"p[8,6]"	0.109987936600297
"1457"	7	3	"p[8,6]"	0.0407497975105344
"1458"	8	3	"p[8,6]"	0.0656495348221851
"1459"	9	3	"p[8,6]"	0.0776161570001568
"1460"	10	3	"p[8,6]"	0.0446142636626577
"1461"	1	3	"p[8,7]"	0.0271627761583729
"1462"	2	3	"p[8,7]"	0.0521287683035164
"1463"	3	3	"p[8,7]"	0.0524836386196868
"1464"	4	3	"p[8,7]"	0.044939450510849
"1465"	5	3	"p[8,7]"	0.0431425054923527
"1466"	6	3	"p[8,7]"	0.0957304583890353
"1467"	7	3	"p[8,7]"	0.0637620074212192
"1468"	8	3	"p[8,7]"	0.0537493614226568
"1469"	9	3	"p[8,7]"	0.0793975661404918
"1470"	10	3	"p[8,7]"	0.215155017097852
"1471"	1	3	"p[8,8]"	0.110458846076398
"1472"	2	3	"p[8,8]"	0.120611876355779
"1473"	3	3	"p[8,8]"	0.0393164723045066
"1474"	4	3	"p[8,8]"	0.0516640866146865
"1475"	5	3	"p[8,8]"	0.0654800845696854
"1476"	6	3	"p[8,8]"	0.0982951680106472
"1477"	7	3	"p[8,8]"	0.0924730078169016
"1478"	8	3	"p[8,8]"	0.0611710896230033
"1479"	9	3	"p[8,8]"	0.0707817797678848
"1480"	10	3	"p[8,8]"	0.111401065524362
"1481"	1	3	"p[8,9]"	0.117437756957286
"1482"	2	3	"p[8,9]"	0.021746729536569
"1483"	3	3	"p[8,9]"	0.032414607801451
"1484"	4	3	"p[8,9]"	0.0578543125668429
"1485"	5	3	"p[8,9]"	0.0721694557942415
"1486"	6	3	"p[8,9]"	0.0740405319978455
"1487"	7	3	"p[8,9]"	0.0732985679612271
"1488"	8	3	"p[8,9]"	0.0678219183009279
"1489"	9	3	"p[8,9]"	0.0522262332597419
"1490"	10	3	"p[8,9]"	0.0614240519976412
"1491"	1	3	"p[8,10]"	0.111489685567833
"1492"	2	3	"p[8,10]"	0.0960421886141301
"1493"	3	3	"p[8,10]"	0.0502545898214763
"1494"	4	3	"p[8,10]"	0.0869886177474793
"1495"	5	3	"p[8,10]"	0.142644680893482
"1496"	6	3	"p[8,10]"	0.104602947841341
"1497"	7	3	"p[8,10]"	0.105845509253199
"1498"	8	3	"p[8,10]"	0.0399727727956829
"1499"	9	3	"p[8,10]"	0.0799498446182844
"1500"	10	3	"p[8,10]"	0.0831554045558733
"1501"	1	3	"p[8,11]"	0.174749763164529
"1502"	2	3	"p[8,11]"	0.0607962423036007
"1503"	3	3	"p[8,11]"	0.0515176899033893
"1504"	4	3	"p[8,11]"	0.0353904497193811
"1505"	5	3	"p[8,11]"	0.206081303804616
"1506"	6	3	"p[8,11]"	0.113997931659105
"1507"	7	3	"p[8,11]"	0.0699245252464543
"1508"	8	3	"p[8,11]"	0.202767557110315
"1509"	9	3	"p[8,11]"	0.0511924335368636
"1510"	10	3	"p[8,11]"	0.0446023068728154
"1511"	1	3	"p[8,12]"	0.0537430416833557
"1512"	2	3	"p[8,12]"	0.0447817519339351
"1513"	3	3	"p[8,12]"	0.0919337210875688
"1514"	4	3	"p[8,12]"	0.0612715836371856
"1515"	5	3	"p[8,12]"	0.050309862253025
"1516"	6	3	"p[8,12]"	0.044044123101838
"1517"	7	3	"p[8,12]"	0.112434014359488
"1518"	8	3	"p[8,12]"	0.0280138095685868
"1519"	9	3	"p[8,12]"	0.0410849313881073
"1520"	10	3	"p[8,12]"	0.098619192373469
"1521"	1	3	"p[8,13]"	0.0297014388050344
"1522"	2	3	"p[8,13]"	0.0738825405920014
"1523"	3	3	"p[8,13]"	0.0469270498652305
"1524"	4	3	"p[8,13]"	0.0689079803351882
"1525"	5	3	"p[8,13]"	0.0515411942679738
"1526"	6	3	"p[8,13]"	0.0345851248456286
"1527"	7	3	"p[8,13]"	0.0345253587709023
"1528"	8	3	"p[8,13]"	0.0521117653212587
"1529"	9	3	"p[8,13]"	0.0535077625721585
"1530"	10	3	"p[8,13]"	0.0347181726021228
"1531"	1	3	"p[9,1]"	0.155212242684178
"1532"	2	3	"p[9,1]"	0.0502882995730126
"1533"	3	3	"p[9,1]"	0.0928391276809869
"1534"	4	3	"p[9,1]"	0.103105478129708
"1535"	5	3	"p[9,1]"	0.0883117786907863
"1536"	6	3	"p[9,1]"	0.0654919357444351
"1537"	7	3	"p[9,1]"	0.0431021405549398
"1538"	8	3	"p[9,1]"	0.0240178336913127
"1539"	9	3	"p[9,1]"	0.0502036064456068
"1540"	10	3	"p[9,1]"	0.0758640834052657
"1541"	1	3	"p[9,2]"	0.117640634226379
"1542"	2	3	"p[9,2]"	0.0475261500078698
"1543"	3	3	"p[9,2]"	0.0486131836335352
"1544"	4	3	"p[9,2]"	0.0400946936750734
"1545"	5	3	"p[9,2]"	0.0689691326949427
"1546"	6	3	"p[9,2]"	0.0574889574068719
"1547"	7	3	"p[9,2]"	0.0539100330441956
"1548"	8	3	"p[9,2]"	0.0366067697078288
"1549"	9	3	"p[9,2]"	0.170107105000277
"1550"	10	3	"p[9,2]"	0.0580623395221639
"1551"	1	3	"p[9,3]"	0.0619321672349402
"1552"	2	3	"p[9,3]"	0.0594364414542567
"1553"	3	3	"p[9,3]"	0.0556407574800692
"1554"	4	3	"p[9,3]"	0.126226420998039
"1555"	5	3	"p[9,3]"	0.0359594357962611
"1556"	6	3	"p[9,3]"	0.0945206379435629
"1557"	7	3	"p[9,3]"	0.0889428093720763
"1558"	8	3	"p[9,3]"	0.143475060868182
"1559"	9	3	"p[9,3]"	0.0575056163697855
"1560"	10	3	"p[9,3]"	0.0809454834348541
"1561"	1	3	"p[9,4]"	0.0877996980581543
"1562"	2	3	"p[9,4]"	0.0978313595952384
"1563"	3	3	"p[9,4]"	0.115744628897911
"1564"	4	3	"p[9,4]"	0.0779072296567762
"1565"	5	3	"p[9,4]"	0.14729085035525
"1566"	6	3	"p[9,4]"	0.0877392272782831
"1567"	7	3	"p[9,4]"	0.117862354568478
"1568"	8	3	"p[9,4]"	0.157121233488374
"1569"	9	3	"p[9,4]"	0.0935851729083804
"1570"	10	3	"p[9,4]"	0.136937777493235
"1571"	1	3	"p[9,5]"	0.114854983495923
"1572"	2	3	"p[9,5]"	0.0554314034751983
"1573"	3	3	"p[9,5]"	0.0582743257481218
"1574"	4	3	"p[9,5]"	0.0918358351308683
"1575"	5	3	"p[9,5]"	0.161961496341036
"1576"	6	3	"p[9,5]"	0.0907115074390599
"1577"	7	3	"p[9,5]"	0.142664226899869
"1578"	8	3	"p[9,5]"	0.190086416857513
"1579"	9	3	"p[9,5]"	0.100455758618404
"1580"	10	3	"p[9,5]"	0.106331005967701
"1581"	1	3	"p[9,6]"	0.213842308144629
"1582"	2	3	"p[9,6]"	0.101875131968317
"1583"	3	3	"p[9,6]"	0.277597953605316
"1584"	4	3	"p[9,6]"	0.123975622773926
"1585"	5	3	"p[9,6]"	0.158709733910462
"1586"	6	3	"p[9,6]"	0.139940609153271
"1587"	7	3	"p[9,6]"	0.187185312011764
"1588"	8	3	"p[9,6]"	0.203044790532918
"1589"	9	3	"p[9,6]"	0.188489321239578
"1590"	10	3	"p[9,6]"	0.139027380717001
"1591"	1	3	"p[9,7]"	0.0733191554285217
"1592"	2	3	"p[9,7]"	0.130851459495986
"1593"	3	3	"p[9,7]"	0.0912547965960575
"1594"	4	3	"p[9,7]"	0.0538340531358021
"1595"	5	3	"p[9,7]"	0.0827422334568899
"1596"	6	3	"p[9,7]"	0.105549457127439
"1597"	7	3	"p[9,7]"	0.13121409779801
"1598"	8	3	"p[9,7]"	0.157576917455731
"1599"	9	3	"p[9,7]"	0.0481719641639742
"1600"	10	3	"p[9,7]"	0.0678233152998002
"1601"	1	3	"p[9,8]"	0.142698671267329
"1602"	2	3	"p[9,8]"	0.0541499050221161
"1603"	3	3	"p[9,8]"	0.105063357343729
"1604"	4	3	"p[9,8]"	0.117510907532874
"1605"	5	3	"p[9,8]"	0.14935679771786
"1606"	6	3	"p[9,8]"	0.153928703221969
"1607"	7	3	"p[9,8]"	0.0752556149140782
"1608"	8	3	"p[9,8]"	0.115280840339084
"1609"	9	3	"p[9,8]"	0.0558733561490815
"1610"	10	3	"p[9,8]"	0.0475394173720191
"1611"	1	3	"p[9,9]"	0.0675139385746636
"1612"	2	3	"p[9,9]"	0.0457339924911105
"1613"	3	3	"p[9,9]"	0.0627324605463199
"1614"	4	3	"p[9,9]"	0.0685867580106443
"1615"	5	3	"p[9,9]"	0.0420638162274283
"1616"	6	3	"p[9,9]"	0.0961313460262236
"1617"	7	3	"p[9,9]"	0.0763738162205611
"1618"	8	3	"p[9,9]"	0.00802161284823473
"1619"	9	3	"p[9,9]"	0.0558740214683288
"1620"	10	3	"p[9,9]"	0.0697528549200997
"1621"	1	3	"p[9,10]"	0.0636068394219528
"1622"	2	3	"p[9,10]"	0.0385388162624458
"1623"	3	3	"p[9,10]"	0.113372764213073
"1624"	4	3	"p[9,10]"	0.0526984088396407
"1625"	5	3	"p[9,10]"	0.100353202409903
"1626"	6	3	"p[9,10]"	0.0875782825941281
"1627"	7	3	"p[9,10]"	0.0601473443754683
"1628"	8	3	"p[9,10]"	0.0692711595501711
"1629"	9	3	"p[9,10]"	0.0578353163594759
"1630"	10	3	"p[9,10]"	0.188643358143975
"1631"	1	3	"p[9,11]"	0.110872595568133
"1632"	2	3	"p[9,11]"	0.0675574304528309
"1633"	3	3	"p[9,11]"	0.0382656399640195
"1634"	4	3	"p[9,11]"	0.201602247879461
"1635"	5	3	"p[9,11]"	0.0966714502741129
"1636"	6	3	"p[9,11]"	0.191676836080041
"1637"	7	3	"p[9,11]"	0.0680370374918519
"1638"	8	3	"p[9,11]"	0.0846306034239115
"1639"	9	3	"p[9,11]"	0.0891614845052399
"1640"	10	3	"p[9,11]"	0.106946497339948
"1641"	1	3	"p[9,12]"	0.202004278696705
"1642"	2	3	"p[9,12]"	0.0989396150027027
"1643"	3	3	"p[9,12]"	0.0553747171619202
"1644"	4	3	"p[9,12]"	0.196472771914097
"1645"	5	3	"p[9,12]"	0.0410360132278974
"1646"	6	3	"p[9,12]"	0.0465064755204511
"1647"	7	3	"p[9,12]"	0.0922558506208496
"1648"	8	3	"p[9,12]"	0.162370200593665
"1649"	9	3	"p[9,12]"	0.136265968822756
"1650"	10	3	"p[9,12]"	0.0600367592902933
"1651"	1	3	"p[9,13]"	0.0654317401507224
"1652"	2	3	"p[9,13]"	0.0329405868091483
"1653"	3	3	"p[9,13]"	0.0399202657429433
"1654"	4	3	"p[9,13]"	0.0413659198921919
"1655"	5	3	"p[9,13]"	0.134188266423661
"1656"	6	3	"p[9,13]"	0.0473742577705679
"1657"	7	3	"p[9,13]"	0.0792523847180079
"1658"	8	3	"p[9,13]"	0.121329957010165
"1659"	9	3	"p[9,13]"	0.039409033471934
"1660"	10	3	"p[9,13]"	0.0582089001610828
"1661"	1	3	"p[10,1]"	0.0778678996364424
"1662"	2	3	"p[10,1]"	0.0854359820364029
"1663"	3	3	"p[10,1]"	0.0795793573864196
"1664"	4	3	"p[10,1]"	0.0608891880490074
"1665"	5	3	"p[10,1]"	0.0586318664589245
"1666"	6	3	"p[10,1]"	0.0634471904955899
"1667"	7	3	"p[10,1]"	0.132451299863809
"1668"	8	3	"p[10,1]"	0.0348695435509176
"1669"	9	3	"p[10,1]"	0.12614820822124
"1670"	10	3	"p[10,1]"	0.0465948003306257
"1671"	1	3	"p[10,2]"	0.0711413306686926
"1672"	2	3	"p[10,2]"	0.0563883144790263
"1673"	3	3	"p[10,2]"	0.0160666761422977
"1674"	4	3	"p[10,2]"	0.0439858410926054
"1675"	5	3	"p[10,2]"	0.0316972401379977
"1676"	6	3	"p[10,2]"	0.0649516773835693
"1677"	7	3	"p[10,2]"	0.0690958678748928
"1678"	8	3	"p[10,2]"	0.0792148751798492
"1679"	9	3	"p[10,2]"	0.0461594057093715
"1680"	10	3	"p[10,2]"	0.0313818839889922
"1681"	1	3	"p[10,3]"	0.10314593754066
"1682"	2	3	"p[10,3]"	0.0406743744195578
"1683"	3	3	"p[10,3]"	0.137577406479773
"1684"	4	3	"p[10,3]"	0.0792088577066304
"1685"	5	3	"p[10,3]"	0.200990932233415
"1686"	6	3	"p[10,3]"	0.125954522596421
"1687"	7	3	"p[10,3]"	0.101137506114992
"1688"	8	3	"p[10,3]"	0.125032816163069
"1689"	9	3	"p[10,3]"	0.0791086464744704
"1690"	10	3	"p[10,3]"	0.0502935016425476
"1691"	1	3	"p[10,4]"	0.157381956992687
"1692"	2	3	"p[10,4]"	0.103602511771011
"1693"	3	3	"p[10,4]"	0.0803151337758918
"1694"	4	3	"p[10,4]"	0.108122887988585
"1695"	5	3	"p[10,4]"	0.109462319145058
"1696"	6	3	"p[10,4]"	0.0583532508739441
"1697"	7	3	"p[10,4]"	0.140714230820569
"1698"	8	3	"p[10,4]"	0.107970472886074
"1699"	9	3	"p[10,4]"	0.100829378478019
"1700"	10	3	"p[10,4]"	0.151422126653564
"1701"	1	3	"p[10,5]"	0.163746345122469
"1702"	2	3	"p[10,5]"	0.188409665251573
"1703"	3	3	"p[10,5]"	0.237299420130899
"1704"	4	3	"p[10,5]"	0.0707962999422725
"1705"	5	3	"p[10,5]"	0.130508822530629
"1706"	6	3	"p[10,5]"	0.103793147786858
"1707"	7	3	"p[10,5]"	0.197611848727052
"1708"	8	3	"p[10,5]"	0.13741897897073
"1709"	9	3	"p[10,5]"	0.137651860993045
"1710"	10	3	"p[10,5]"	0.113064604777181
"1711"	1	3	"p[10,6]"	0.0767321452101024
"1712"	2	3	"p[10,6]"	0.00964916444074862
"1713"	3	3	"p[10,6]"	0.0292238993431994
"1714"	4	3	"p[10,6]"	0.082838788775774
"1715"	5	3	"p[10,6]"	0.0357184436249833
"1716"	6	3	"p[10,6]"	0.0177864001869288
"1717"	7	3	"p[10,6]"	0.0848596501087744
"1718"	8	3	"p[10,6]"	0.135140101649517
"1719"	9	3	"p[10,6]"	0.0783088908586867
