p[21,4]        0.989      1.072
p[22,4]        1.000      1.167
p[23,4]        0.951      1.049
p[24,4]        1.068      1.468
p[1,5]         1.441      2.413
p[2,5]         1.508      2.457
p[3,5]         0.967      1.044
p[4,5]         0.919      0.952
p[5,5]         1.306      2.050
p[6,5]         1.599      3.077
p[7,5]         1.148      1.697
p[8,5]         1.075      1.427
p[9,5]         1.056      1.430
p[10,5]        1.161      1.669
p[11,5]        1.015      1.279
p[12,5]        1.014      1.228
p[13,5]        1.045      1.339
p[14,5]        1.321      2.055
p[15,5]        0.979      1.119
p[16,5]        0.950      0.980
p[17,5]        0.998      1.178
p[18,5]        1.025      1.267
p[19,5]        1.064      1.394
p[20,5]        1.040      1.297
p[21,5]        1.293      2.139
p[22,5]        1.050      1.349
p[23,5]        1.499      3.138
p[24,5]        1.043      1.254
p[1,6]         0.974      1.134
p[2,6]         1.344      2.175
p[3,6]         1.270      1.907
p[4,6]         1.181      1.723
p[5,6]         0.943      1.047
p[6,6]         1.202      2.123
p[7,6]         1.462      2.412
p[8,6]         0.955      1.055
p[9,6]         1.342      2.065
p[10,6]        1.038      1.370
p[11,6]        1.243      2.546
p[12,6]        2.351      6.274
p[13,6]        2.438      4.485
p[14,6]        1.614      3.029
p[15,6]        1.218      1.744
p[16,6]        1.122      1.569
p[17,6]        1.102      1.598
p[18,6]        1.144      1.571
p[19,6]        1.138      1.811
p[20,6]        1.147      1.597
p[21,6]        1.603      2.925
p[22,6]        1.009      1.218
p[23,6]        0.956      1.089
p[24,6]        0.936      0.955
p[1,7]         0.993      1.193
p[2,7]         1.074      1.491
p[3,7]         1.207      2.153
p[4,7]         1.493      2.607
p[5,7]         0.974      1.136
p[6,7]         1.041      1.389
p[7,7]         0.901      0.909
p[8,7]         1.137      1.779
p[9,7]         1.262      2.302
p[10,7]        0.944      1.005
p[11,7]        1.509      2.737
p[12,7]        2.079      3.807
p[13,7]        1.375      2.239
p[14,7]        1.096      1.535
p[15,7]        0.996      1.207
p[16,7]        1.114      1.576
p[17,7]        1.199      1.704
p[18,7]        1.314      2.091
p[19,7]        0.964      1.021
p[20,7]        1.424      2.198
p[21,7]        0.965      0.981
p[22,7]        1.630      2.752
p[23,7]        0.997      1.014
p[24,7]        1.007      1.219
p[1,8]         1.261      2.034
p[2,8]         1.108      1.617
p[3,8]         1.040      1.344
p[4,8]         1.312      3.069
p[5,8]         0.971      1.073
p[6,8]         1.081      1.431
p[7,8]         1.108      1.601
p[8,8]         1.157      1.918
p[9,8]         1.086      1.460
p[10,8]        1.062      1.414
p[11,8]        1.143      1.784
p[12,8]        1.125      1.733
p[13,8]        1.325      2.154
p[14,8]        1.496      2.551
p[15,8]        1.001      1.074
p[16,8]        0.989      1.102
p[17,8]        1.114      1.647
p[18,8]        1.323      2.113
p[19,8]        0.982      1.022
p[20,8]        1.296      2.183
p[21,8]        0.957      1.058
p[22,8]        1.003      1.234
p[23,8]        1.121      1.548
p[24,8]        1.149      1.848
p[1,9]         1.473      2.691
p[2,9]         1.080      1.461
p[3,9]         0.938      0.940
p[4,9]         1.018      1.056
p[5,9]         0.966      1.101
p[6,9]         1.098      1.559
p[7,9]         1.549      4.185
p[8,9]         1.202      2.905
p[9,9]         1.174      1.833
p[10,9]        0.973      1.104
p[11,9]        0.897      0.905
p[12,9]        1.534      2.494
p[13,9]        1.233      1.817
p[14,9]        1.046      1.398
p[15,9]        0.949      0.951
p[16,9]        1.831      3.372
p[17,9]        1.003      1.195
p[18,9]        0.953      1.027
p[19,9]        1.035      1.318
p[20,9]        0.962      1.112
p[21,9]        1.315      2.057
p[22,9]        1.266      2.528
p[23,9]        1.071      1.422
p[24,9]        1.363      2.277
p[1,10]        1.555      2.919
p[2,10]        1.065      1.367
p[3,10]        1.184      1.708
p[4,10]        1.173      1.860
p[5,10]        0.915      0.933
p[6,10]        1.175      1.859
p[7,10]        0.961      1.094
p[8,10]        1.769      3.335
p[9,10]        0.973      1.011
p[10,10]       1.430      2.219
p[11,10]       1.192      1.903
p[12,10]       1.053      1.358
p[13,10]       0.936      0.997
p[14,10]       1.594      2.728
p[15,10]       1.235      2.099
p[16,10]       1.021      1.297
p[17,10]       0.997      1.191
p[18,10]       0.948      1.041
p[19,10]       0.993      1.158
p[20,10]       0.963      1.019
p[21,10]       1.067      1.394
p[22,10]       1.234      1.967
p[23,10]       1.061      1.461
p[24,10]       1.047      1.339
p[1,11]        1.100      1.479
p[2,11]        1.423      2.196
p[3,11]        1.017      1.251
p[4,11]        1.035      1.329
p[5,11]        0.913      0.928
p[6,11]        1.023      1.223
p[7,11]        1.002      1.180
p[8,11]        1.052      1.353
p[9,11]        1.084      1.448
p[10,11]       1.059      1.409
p[11,11]       0.978      1.140
p[12,11]       1.019      1.234
p[13,11]       1.261      1.959
p[14,11]       1.019      1.269
p[15,11]       1.102      1.527
p[16,11]       1.191      2.149
p[17,11]       1.192      1.846
p[18,11]       0.949      1.053
p[19,11]       1.042      1.301
p[20,11]       1.002      1.224
p[21,11]       1.075      1.508
p[22,11]       1.019      1.178
p[23,11]       1.089      1.444
p[24,11]       1.213      1.823
p[1,12]        1.020      1.247
p[2,12]        1.047      1.377
p[3,12]        1.295      2.104
p[4,12]        1.031      1.337
p[5,12]        0.913      0.927
p[6,12]        1.678      2.926
p[7,12]        0.915      0.943
p[8,12]        1.026      1.299
p[9,12]        1.315      2.725
p[10,12]       1.108      1.608
p[11,12]       1.052      1.350
p[12,12]       1.442      2.425
p[13,12]       2.685      7.548
p[14,12]       1.011      1.262
p[15,12]       0.933      0.965
p[16,12]       0.942      0.959
p[17,12]       0.910      0.916
p[18,12]       1.187      1.694
p[19,12]       0.974      1.087
p[20,12]       1.270      1.974
p[21,12]       1.151      1.700
p[22,12]       1.323      2.151
p[23,12]       1.138      1.597
p[24,12]       0.950      1.055
p[1,13]        0.940      0.948
p[2,13]        1.098      1.533
p[3,13]        0.952      0.999
p[4,13]        1.132      1.575
p[5,13]        1.558      2.958
p[6,13]        0.987      1.170
p[7,13]        1.592      3.040
p[8,13]        1.034      1.299
p[9,13]        1.184      2.146
p[10,13]       1.223      2.647
p[11,13]       0.977      1.155
p[12,13]       1.059      1.466
p[13,13]       0.938      1.017
p[14,13]       1.258      2.228
p[15,13]       1.010      1.263
p[16,13]       1.447      2.392
p[17,13]       1.056      1.375
p[18,13]       1.187      1.872
p[19,13]       1.051      1.365
p[20,13]       1.011      1.265
p[21,13]       1.641      3.210
p[22,13]       1.073      1.423
p[23,13]       1.232      1.804
p[24,13]       1.164      1.681
sigmaP         1.519      2.706
sigmaU         2.013      5.392

